t, c	M(t), рад	E(t), рад	Teta(t), с	
2358	1.64346	0.463115	0.764332
2359	1.64415	0.463812	0.765411
2360	1.64485	0.464509	0.76649
2361	1.64555	0.465206	0.767569
2362	1.64624	0.465903	0.768648
2363	1.64694	0.4666	0.769726
2364	1.64764	0.467297	0.770804
2365	1.64833	0.467994	0.771882
2366	1.64903	0.468691	0.77296
2367	1.64973	0.469388	0.774037
2368	1.65043	0.470085	0.775114
2369	1.65112	0.470782	0.776191
2370	1.65182	0.471479	0.777267
2371	1.65252	0.472176	0.778343
2372	1.65321	0.472873	0.779419
2373	1.65391	0.47357	0.780494
2374	1.65461	0.474267	0.781569
2375	1.6553	0.474964	0.782644
2376	1.656	0.475661	0.783719
2377	1.6567	0.476358	0.784793
2378	1.65739	0.477055	0.785867
2379	1.65809	0.477752	0.786941
2380	1.65879	0.478449	0.788014
2381	1.65949	0.479146	0.789087
2382	1.66018	0.479843	0.79016
2383	1.66088	0.48054	0.791232
2384	1.66158	0.481236	0.792305
2385	1.66227	0.481933	0.793376
2386	1.66297	0.48263	0.794448
2387	1.66367	0.483327	0.795519
2388	1.66436	0.484024	0.79659
2389	1.66506	0.484721	0.797661
2390	1.66576	0.485418	0.798731
2391	1.66646	0.486115	0.799802
2392	1.66715	0.486812	0.800871
2393	1.66785	0.487509	0.801941
2394	1.66855	0.488206	0.80301
2395	1.66924	0.488903	0.804079
2396	1.66994	0.4896	0.805148
2397	1.67064	0.490297	0.806216
2398	1.67133	0.490994	0.807284
2399	1.67203	0.491691	0.808352
2400	1.67273	0.492388	0.809419
2401	1.67343	0.493085	0.810486
2402	1.67412	0.493782	0.811553
2403	1.67482	0.494479	0.81262
2404	1.67552	0.495176	0.813686
2405	1.67621	0.495873	0.814752
2406	1.67691	0.49657	0.815817
2407	1.67761	0.497267	0.816883
2408	1.6783	0.497964	0.817948
2409	1.679	0.498661	0.819012
2410	1.6797	0.499358	0.820077
2411	1.68039	0.500055	0.821141
2412	1.68109	0.500752	0.822204
2413	1.68179	0.501449	0.823268
2414	1.68249	0.502146	0.824331
2415	1.68318	0.502843	0.825394
2416	1.68388	0.50354	0.826457
2417	1.68458	0.504237	0.827519
2418	1.68527	0.504933	0.828581
2419	1.68597	0.50563	0.829642
2420	1.68667	0.506327	0.830704
2421	1.68736	0.507024	0.831765
2422	1.68806	0.507721	0.832826
2423	1.68876	0.508418	0.833886
2424	1.68946	0.509115	0.834946
2425	1.69015	0.509812	0.836006
2426	1.69085	0.510509	0.837065
2427	1.69155	0.511206	0.838125
2428	1.69224	0.511903	0.839184
2429	1.69294	0.5126	0.840242
2430	1.69364	0.513297	0.8413
2431	1.69433	0.513994	0.842358
2432	1.69503	0.514691	0.843416
2433	1.69573	0.515388	0.844473
2434	1.69643	0.516085	0.845531
2435	1.69712	0.516782	0.846587
2436	1.69782	0.517479	0.847644
2437	1.69852	0.518176	0.8487
2438	1.69921	0.518873	0.849756
2439	1.69991	0.51957	0.850811
2440	1.70061	0.520267	0.851866
2441	1.7013	0.520964	0.852921
2442	1.702	0.521661	0.853976
2443	1.7027	0.522358	0.85503
2444	1.70339	0.523055	0.856084
2445	1.70409	0.523752	0.857138
2446	1.70479	0.524449	0.858191
2447	1.70549	0.525146	0.859244
2448	1.70618	0.525843	0.860297
2449	1.70688	0.52654	0.861349
2450	1.70758	0.527237	0.862401
2451	1.70827	0.527933	0.863453
2452	1.70897	0.52863	0.864505
2453	1.70967	0.529327	0.865556
2454	1.71036	0.530024	0.866607
2455	1.71106	0.530721	0.867657
2456	1.71176	0.531418	0.868707
2457	1.71246	0.532115	0.869757
2458	1.71315	0.532812	0.870807
2459	1.71385	0.533509	0.871856
2460	1.71455	0.534206	0.872905
2461	1.71524	0.534903	0.873954
2462	1.71594	0.5356	0.875002
2463	1.71664	0.536297	0.87605
2464	1.71733	0.536994	0.877098
2465	1.71803	0.537691	0.878145
2466	1.71873	0.538388	0.879193
2467	1.71943	0.539085	0.880239
2468	1.72012	0.539782	0.881286
2469	1.72082	0.540479	0.882332
2470	1.72152	0.541176	0.883378
2471	1.72221	0.541873	0.884423
2472	1.72291	0.54257	0.885469
2473	1.72361	0.543267	0.886513
2474	1.7243	0.543964	0.887558
2475	1.725	0.544661	0.888602
2476	1.7257	0.545358	0.889646
2477	1.72639	0.546055	0.89069
2478	1.72709	0.546752	0.891733
2479	1.72779	0.547449	0.892776
2480	1.72849	0.548146	0.893819
2481	1.72918	0.548843	0.894861
2482	1.72988	0.54954	0.895903
2483	1.73058	0.550237	0.896945
2484	1.73127	0.550934	0.897987
2485	1.73197	0.55163	0.899028
2486	1.73267	0.552327	0.900068
2487	1.73336	0.553024	0.901109
2488	1.73406	0.553721	0.902149
2489	1.73476	0.554418	0.903189
2490	1.73546	0.555115	0.904228
2491	1.73615	0.555812	0.905268
2492	1.73685	0.556509	0.906306
2493	1.73755	0.557206	0.907345
2494	1.73824	0.557903	0.908383
2495	1.73894	0.5586	0.909421
2496	1.73964	0.559297	0.910459
2497	1.74033	0.559994	0.911496
2498	1.74103	0.560691	0.912533
2499	1.74173	0.561388	0.91357
2500	1.74243	0.562085	0.914606
2501	1.74312	0.562782	0.915642
2502	1.74382	0.563479	0.916678
2503	1.74452	0.564176	0.917713
2504	1.74521	0.564873	0.918748
2505	1.74591	0.56557	0.919783
2506	1.74661	0.566267	0.920817
2507	1.7473	0.566964	0.921851
2508	1.748	0.567661	0.922885
2509	1.7487	0.568358	0.923918
2510	1.74939	0.569055	0.924952
2511	1.75009	0.569752	0.925984
2512	1.75079	0.570449	0.927017
2513	1.75149	0.571146	0.928049
2514	1.75218	0.571843	0.929081
2515	1.75288	0.57254	0.930112
2516	1.75358	0.573237	0.931144
2517	1.75427	0.573934	0.932174
2518	1.75497	0.57463	0.933205
2519	1.75567	0.575327	0.934235
2520	1.75636	0.576024	0.935265
2521	1.75706	0.576721	0.936295
2522	1.75776	0.577418	0.937324
2523	1.75846	0.578115	0.938353
2524	1.75915	0.578812	0.939381
2525	1.75985	0.579509	0.94041
2526	1.76055	0.580206	0.941438
2527	1.76124	0.580903	0.942465
2528	1.76194	0.5816	0.943493
2529	1.76264	0.582297	0.94452
2530	1.76333	0.582994	0.945546
2531	1.76403	0.583691	0.946573
2532	1.76473	0.584388	0.947599
2533	1.76543	0.585085	0.948624
2534	1.76612	0.585782	0.94965
2535	1.76682	0.586479	0.950675
2536	1.76752	0.587176	0.951699
2537	1.76821	0.587873	0.952724
2538	1.76891	0.58857	0.953748
2539	1.76961	0.589267	0.954772
2540	1.7703	0.589964	0.955795
2541	1.771	0.590661	0.956818
2542	1.7717	0.591358	0.957841
2543	1.77239	0.592055	0.958863
2544	1.77309	0.592752	0.959885
2545	1.77379	0.593449	0.960907
2546	1.77449	0.594146	0.961929
2547	1.77518	0.594843	0.96295
2548	1.77588	0.59554	0.963971
2549	1.77658	0.596237	0.964991
2550	1.77727	0.596934	0.966011
2551	1.77797	0.59763	0.967031
2552	1.77867	0.598327	0.968051
2553	1.77936	0.599024	0.96907
2554	1.78006	0.599721	0.970089
2555	1.78076	0.600418	0.971107
2556	1.78146	0.601115	0.972125
2557	1.78215	0.601812	0.973143
2558	1.78285	0.602509	0.974161
2559	1.78355	0.603206	0.975178
2560	1.78424	0.603903	0.976195
2561	1.78494	0.6046	0.977211
2562	1.78564	0.605297	0.978228
2563	1.78633	0.605994	0.979243
2564	1.78703	0.606691	0.980259
2565	1.78773	0.607388	0.981274
2566	1.78843	0.608085	0.982289
2567	1.78912	0.608782	0.983304
2568	1.78982	0.609479	0.984318
2569	1.79052	0.610176	0.985332
2570	1.79121	0.610873	0.986345
2571	1.79191	0.61157	0.987359
2572	1.79261	0.612267	0.988372
2573	1.7933	0.612964	0.989384
2574	1.794	0.613661	0.990397
2575	1.7947	0.614358	0.991408
2576	1.79539	0.615055	0.99242
2577	1.79609	0.615752	0.993431
2578	1.79679	0.616449	0.994442
2579	1.79749	0.617146	0.995453
2580	1.79818	0.617843	0.996463
2581	1.79888	0.61854	0.997473
2582	1.79958	0.619237	0.998483
2583	1.80027	0.619934	0.999492
2584	1.80097	0.620631	1.0005
2585	1.80167	0.621327	1.00151
2586	1.80236	0.622024	1.00252
2587	1.80306	0.622721	1.00353
2588	1.80376	0.623418	1.00453
2589	1.80446	0.624115	1.00554
2590	1.80515	0.624812	1.00655
2591	1.80585	0.625509	1.00755
2592	1.80655	0.626206	1.00856
2593	1.80724	0.626903	1.00957
2594	1.80794	0.6276	1.01057
2595	1.80864	0.628297	1.01158
2596	1.80933	0.628994	1.01258
2597	1.81003	0.629691	1.01359
2598	1.81073	0.630388	1.01459
2599	1.81143	0.631085	1.0156
2600	1.81212	0.631782	1.0166
2601	1.81282	0.632479	1.0176
2602	1.81352	0.633176	1.01861
2603	1.81421	0.633873	1.01961
2604	1.81491	0.63457	1.02061
2605	1.81561	0.635267	1.02161
2606	1.8163	0.635964	1.02261
2607	1.817	0.636661	1.02362
2608	1.8177	0.637358	1.02462
2609	1.81839	0.638055	1.02562
2610	1.81909	0.638752	1.02662
2611	1.81979	0.639449	1.02762
2612	1.82049	0.640146	1.02862
2613	1.82118	0.640843	1.02962
2614	1.82188	0.64154	1.03062
2615	1.82258	0.642237	1.03161
2616	1.82327	0.642934	1.03261
2617	1.82397	0.643631	1.03361
2618	1.82467	0.644327	1.03461
2619	1.82536	0.645024	1.03561
2620	1.82606	0.645721	1.0366
2621	1.82676	0.646418	1.0376
2622	1.82746	0.647115	1.0386
2623	1.82815	0.647812	1.03959
2624	1.82885	0.648509	1.04059
2625	1.82955	0.649206	1.04158
2626	1.83024	0.649903	1.04258
2627	1.83094	0.6506	1.04357
2628	1.83164	0.651297	1.04457
2629	1.83233	0.651994	1.04556
2630	1.83303	0.652691	1.04655
2631	1.83373	0.653388	1.04755
2632	1.83443	0.654085	1.04854
2633	1.83512	0.654782	1.04953
2634	1.83582	0.655479	1.05053
2635	1.83652	0.656176	1.05152
2636	1.83721	0.656873	1.05251
2637	1.83791	0.65757	1.0535
2638	1.83861	0.658267	1.05449
2639	1.8393	0.658964	1.05548
2640	1.84	0.659661	1.05647
2641	1.8407	0.660358	1.05746
2642	1.84139	0.661055	1.05845
2643	1.84209	0.661752	1.05944
2644	1.84279	0.662449	1.06043
2645	1.84349	0.663146	1.06142
2646	1.84418	0.663843	1.06241
2647	1.84488	0.66454	1.0634
2648	1.84558	0.665237	1.06438
2649	1.84627	0.665934	1.06537
2650	1.84697	0.666631	1.06636
2651	1.84767	0.667328	1.06734
2652	1.84836	0.668024	1.06833
2653	1.84906	0.668721	1.06932
2654	1.84976	0.669418	1.0703
2655	1.85046	0.670115	1.07129
2656	1.85115	0.670812	1.07227
2657	1.85185	0.671509	1.07326
2658	1.85255	0.672206	1.07424
2659	1.85324	0.672903	1.07522
2660	1.85394	0.6736	1.07621
2661	1.85464	0.674297	1.07719
2662	1.85533	0.674994	1.07817
2663	1.85603	0.675691	1.07916
2664	1.85673	0.676388	1.08014
2665	1.85743	0.677085	1.08112
2666	1.85812	0.677782	1.0821
2667	1.85882	0.678479	1.08308
2668	1.85952	0.679176	1.08406
2669	1.86021	0.679873	1.08504
2670	1.86091	0.68057	1.08603
2671	1.86161	0.681267	1.087
2672	1.8623	0.681964	1.08798
2673	1.863	0.682661	1.08896
2674	1.8637	0.683358	1.08994
2675	1.86439	0.684055	1.09092
2676	1.86509	0.684752	1.0919
2677	1.86579	0.685449	1.09288
2678	1.86649	0.686146	1.09385
2679	1.86718	0.686843	1.09483
2680	1.86788	0.68754	1.09581
2681	1.86858	0.688237	1.09678
2682	1.86927	0.688934	1.09776
2683	1.86997	0.689631	1.09874
2684	1.87067	0.690328	1.09971
2685	1.87136	0.691024	1.10069
2686	1.87206	0.691721	1.10166
2687	1.87276	0.692418	1.10264
2688	1.87346	0.693115	1.10361
2689	1.87415	0.693812	1.10458
2690	1.87485	0.694509	1.10556
2691	1.87555	0.695206	1.10653
2692	1.87624	0.695903	1.1075
2693	1.87694	0.6966	1.10848
2694	1.87764	0.697297	1.10945
2695	1.87833	0.697994	1.11042
2696	1.87903	0.698691	1.11139
2697	1.87973	0.699388	1.11236
2698	1.88043	0.700085	1.11333
2699	1.88112	0.700782	1.1143
2700	1.88182	0.701479	1.11527
2701	1.88252	0.702176	1.11624
2702	1.88321	0.702873	1.11721
2703	1.88391	0.70357	1.11818
2704	1.88461	0.704267	1.11915
2705	1.8853	0.704964	1.12012
2706	1.886	0.705661	1.12109
2707	1.8867	0.706358	1.12205
2708	1.88739	0.707055	1.12302
2709	1.88809	0.707752	1.12399
2710	1.88879	0.708449	1.12496
2711	1.88949	0.709146	1.12592
2712	1.89018	0.709843	1.12689
2713	1.89088	0.71054	1.12785
2714	1.89158	0.711237	1.12882
2715	1.89227	0.711934	1.12978
2716	1.89297	0.712631	1.13075
2717	1.89367	0.713328	1.13171
2718	1.89436	0.714025	1.13268
2719	1.89506	0.714721	1.13364
2720	1.89576	0.715418	1.1346
2721	1.89646	0.716115	1.13557
2722	1.89715	0.716812	1.13653
2723	1.89785	0.717509	1.13749
2724	1.89855	0.718206	1.13845
2725	1.89924	0.718903	1.13941
2726	1.89994	0.7196	1.14038
2727	1.90064	0.720297	1.14134
2728	1.90133	0.720994	1.1423
2729	1.90203	0.721691	1.14326
2730	1.90273	0.722388	1.14422
2731	1.90343	0.723085	1.14518
2732	1.90412	0.723782	1.14614
2733	1.90482	0.724479	1.14709
2734	1.90552	0.725176	1.14805
2735	1.90621	0.725873	1.14901
2736	1.90691	0.72657	1.14997
2737	1.90761	0.727267	1.15093
2738	1.9083	0.727964	1.15188
2739	1.909	0.728661	1.15284
2740	1.9097	0.729358	1.1538
2741	1.9104	0.730055	1.15475
2742	1.91109	0.730752	1.15571
2743	1.91179	0.731449	1.15666
2744	1.91249	0.732146	1.15762
2745	1.91318	0.732843	1.15857
2746	1.91388	0.73354	1.15953
2747	1.91458	0.734237	1.16048
2748	1.91527	0.734934	1.16144
2749	1.91597	0.735631	1.16239
2750	1.91667	0.736328	1.16334
2751	1.91736	0.737025	1.16429
2752	1.91806	0.737721	1.16525
2753	1.91876	0.738418	1.1662
2754	1.91946	0.739115	1.16715
2755	1.92015	0.739812	1.1681
2756	1.92085	0.740509	1.16905
2757	1.92155	0.741206	1.17
2758	1.92224	0.741903	1.17095
2759	1.92294	0.7426	1.1719
2760	1.92364	0.743297	1.17285
2761	1.92433	0.743994	1.1738
2762	1.92503	0.744691	1.17475
2763	1.92573	0.745388	1.1757
2764	1.92643	0.746085	1.17665
2765	1.92712	0.746782	1.1776
2766	1.92782	0.747479	1.17854
2767	1.92852	0.748176	1.17949
2768	1.92921	0.748873	1.18044
2769	1.92991	0.74957	1.18138
2770	1.93061	0.750267	1.18233
2771	1.9313	0.750964	1.18328
2772	1.932	0.751661	1.18422
2773	1.9327	0.752358	1.18517
2774	1.9334	0.753055	1.18611
2775	1.93409	0.753752	1.18706
2776	1.93479	0.754449	1.188
2777	1.93549	0.755146	1.18894
2778	1.93618	0.755843	1.18989
2779	1.93688	0.75654	1.19083
2780	1.93758	0.757237	1.19177
2781	1.93827	0.757934	1.19272
2782	1.93897	0.758631	1.19366
2783	1.93967	0.759328	1.1946
2784	1.94036	0.760025	1.19554
2785	1.94106	0.760721	1.19648
2786	1.94176	0.761418	1.19742
2787	1.94246	0.762115	1.19836
2788	1.94315	0.762812	1.1993
2789	1.94385	0.763509	1.20024
2790	1.94455	0.764206	1.20118
2791	1.94524	0.764903	1.20212
2792	1.94594	0.7656	1.20306
2793	1.94664	0.766297	1.204
2794	1.94733	0.766994	1.20494
2795	1.94803	0.767691	1.20588
2796	1.94873	0.768388	1.20681
2797	1.94943	0.769085	1.20775
2798	1.95012	0.769782	1.20869
2799	1.95082	0.770479	1.20962
2800	1.95152	0.771176	1.21056
2801	1.95221	0.771873	1.21149
2802	1.95291	0.77257	1.21243
2803	1.95361	0.773267	1.21336
2804	1.9543	0.773964	1.2143
2805	1.955	0.774661	1.21523
2806	1.9557	0.775358	1.21617
2807	1.9564	0.776055	1.2171
2808	1.95709	0.776752	1.21803
2809	1.95779	0.777449	1.21897
2810	1.95849	0.778146	1.2199
2811	1.95918	0.778843	1.22083
2812	1.95988	0.77954	1.22176
2813	1.96058	0.780237	1.22269
2814	1.96127	0.780934	1.22363
2815	1.96197	0.781631	1.22456
2816	1.96267	0.782328	1.22549
2817	1.96336	0.783025	1.22642
2818	1.96406	0.783722	1.22735
2819	1.96476	0.784418	1.22828
2820	1.96546	0.785115	1.22921
2821	1.96615	0.785812	1.23013
2822	1.96685	0.786509	1.23106
2823	1.96755	0.787206	1.23199
2824	1.96824	0.787903	1.23292
2825	1.96894	0.7886	1.23385
2826	1.96964	0.789297	1.23477
2827	1.97033	0.789994	1.2357
2828	1.97103	0.790691	1.23663
2829	1.97173	0.791388	1.23755
2830	1.97243	0.792085	1.23848
2831	1.97312	0.792782	1.2394
2832	1.97382	0.793479	1.24033
2833	1.97452	0.794176	1.24125
2834	1.97521	0.794873	1.24218
2835	1.97591	0.79557	1.2431
2836	1.97661	0.796267	1.24403
2837	1.9773	0.796964	1.24495
2838	1.978	0.797661	1.24587
2839	1.9787	0.798358	1.2468
2840	1.9794	0.799055	1.24772
2841	1.98009	0.799752	1.24864
2842	1.98079	0.800449	1.24956
2843	1.98149	0.801146	1.25048
2844	1.98218	0.801843	1.2514
2845	1.98288	0.80254	1.25232
2846	1.98358	0.803237	1.25324
2847	1.98427	0.803934	1.25416
2848	1.98497	0.804631	1.25508
2849	1.98567	0.805328	1.256
2850	1.98636	0.806025	1.25692
2851	1.98706	0.806722	1.25784
2852	1.98776	0.807418	1.25876
2853	1.98846	0.808115	1.25968
2854	1.98915	0.808812	1.26059
2855	1.98985	0.809509	1.26151
2856	1.99055	0.810206	1.26243
2857	1.99124	0.810903	1.26335
2858	1.99194	0.8116	1.26426
2859	1.99264	0.812297	1.26518
2860	1.99333	0.812994	1.26609
2861	1.99403	0.813691	1.26701
2862	1.99473	0.814388	1.26792
2863	1.99543	0.815085	1.26884
2864	1.99612	0.815782	1.26975
2865	1.99682	0.816479	1.27067
2866	1.99752	0.817176	1.27158
2867	1.99821	0.817873	1.27249
2868	1.99891	0.81857	1.2734
2869	1.99961	0.819267	1.27432
2870	2.0003	0.819964	1.27523
2871	2.001	0.820661	1.27614
2872	2.0017	0.821358	1.27705
2873	2.0024	0.822055	1.27796
2874	2.00309	0.822752	1.27887
2875	2.00379	0.823449	1.27978
2876	2.00449	0.824146	1.28069
2877	2.00518	0.824843	1.2816
2878	2.00588	0.82554	1.28251
2879	2.00658	0.826237	1.28342
2880	2.00727	0.826934	1.28433
2881	2.00797	0.827631	1.28524
2882	2.00867	0.828328	1.28615
2883	2.00936	0.829025	1.28706
2884	2.01006	0.829722	1.28796
2885	2.01076	0.830419	1.28887
2886	2.01146	0.831115	1.28978
2887	2.01215	0.831812	1.29068
2888	2.01285	0.832509	1.29159
2889	2.01355	0.833206	1.29249
2890	2.01424	0.833903	1.2934
2891	2.01494	0.8346	1.29431
2892	2.01564	0.835297	1.29521
2893	2.01633	0.835994	1.29611
2894	2.01703	0.836691	1.29702
2895	2.01773	0.837388	1.29792
2896	2.01843	0.838085	1.29883
2897	2.01912	0.838782	1.29973
2898	2.01982	0.839479	1.30063
2899	2.02052	0.840176	1.30153
2900	2.02121	0.840873	1.30243
2901	2.02191	0.84157	1.30334
2902	2.02261	0.842267	1.30424
2903	2.0233	0.842964	1.30514
2904	2.024	0.843661	1.30604
2905	2.0247	0.844358	1.30694
2906	2.0254	0.845055	1.30784
2907	2.02609	0.845752	1.30874
2908	2.02679	0.846449	1.30964
2909	2.02749	0.847146	1.31054
2910	2.02818	0.847843	1.31144
2911	2.02888	0.84854	1.31233
2912	2.02958	0.849237	1.31323
2913	2.03027	0.849934	1.31413
2914	2.03097	0.850631	1.31503
2915	2.03167	0.851328	1.31592
2916	2.03236	0.852025	1.31682
2917	2.03306	0.852722	1.31772
2918	2.03376	0.853419	1.31861
2919	2.03446	0.854115	1.31951
2920	2.03515	0.854812	1.3204
2921	2.03585	0.855509	1.3213
2922	2.03655	0.856206	1.32219
2923	2.03724	0.856903	1.32309
2924	2.03794	0.8576	1.32398
2925	2.03864	0.858297	1.32487
2926	2.03933	0.858994	1.32577
2927	2.04003	0.859691	1.32666
2928	2.04073	0.860388	1.32755
2929	2.04143	0.861085	1.32844
2930	2.04212	0.861782	1.32934
2931	2.04282	0.862479	1.33023
2932	2.04352	0.863176	1.33112
2933	2.04421	0.863873	1.33201
2934	2.04491	0.86457	1.3329
2935	2.04561	0.865267	1.33379
2936	2.0463	0.865964	1.33468
2937	2.047	0.866661	1.33557
2938	2.0477	0.867358	1.33646
2939	2.0484	0.868055	1.33735
2940	2.04909	0.868752	1.33824
2941	2.04979	0.869449	1.33912
2942	2.05049	0.870146	1.34001
2943	2.05118	0.870843	1.3409
2944	2.05188	0.87154	1.34179
2945	2.05258	0.872237	1.34267
2946	2.05327	0.872934	1.34356
2947	2.05397	0.873631	1.34444
2948	2.05467	0.874328	1.34533
2949	2.05536	0.875025	1.34622
2950	2.05606	0.875722	1.3471
2951	2.05676	0.876419	1.34799
2952	2.05746	0.877116	1.34887
2953	2.05815	0.877812	1.34975
2954	2.05885	0.878509	1.35064
2955	2.05955	0.879206	1.35152
2956	2.06024	0.879903	1.3524
2957	2.06094	0.8806	1.35329
2958	2.06164	0.881297	1.35417
2959	2.06233	0.881994	1.35505
2960	2.06303	0.882691	1.35593
2961	2.06373	0.883388	1.35681
2962	2.06443	0.884085	1.3577
2963	2.06512	0.884782	1.35858
2964	2.06582	0.885479	1.35946
2965	2.06652	0.886176	1.36034
2966	2.06721	0.886873	1.36122
2967	2.06791	0.88757	1.3621
2968	2.06861	0.888267	1.36297
2969	2.0693	0.888964	1.36385
2970	2.07	0.889661	1.36473
2971	2.0707	0.890358	1.36561
2972	2.0714	0.891055	1.36649
2973	2.07209	0.891752	1.36736
2974	2.07279	0.892449	1.36824
2975	2.07349	0.893146	1.36912
2976	2.07418	0.893843	1.36999
2977	2.07488	0.89454	1.37087
2978	2.07558	0.895237	1.37175
2979	2.07627	0.895934	1.37262
2980	2.07697	0.896631	1.3735
2981	2.07767	0.897328	1.37437
2982	2.07836	0.898025	1.37525
2983	2.07906	0.898722	1.37612
2984	2.07976	0.899419	1.37699
2985	2.08046	0.900116	1.37787
2986	2.08115	0.900812	1.37874
2987	2.08185	0.901509	1.37961
2988	2.08255	0.902206	1.38048
2989	2.08324	0.902903	1.38136
2990	2.08394	0.9036	1.38223
2991	2.08464	0.904297	1.3831
2992	2.08533	0.904994	1.38397
2993	2.08603	0.905691	1.38484
2994	2.08673	0.906388	1.38571
2995	2.08743	0.907085	1.38658
2996	2.08812	0.907782	1.38745
2997	2.08882	0.908479	1.38832
2998	2.08952	0.909176	1.38919
2999	2.09021	0.909873	1.39006
3000	2.09091	0.91057	1.39093
3001	2.09161	0.911267	1.39179
3002	2.0923	0.911964	1.39266
3003	2.093	0.912661	1.39353
3004	2.0937	0.913358	1.3944
3005	2.0944	0.914055	1.39526
3006	2.09509	0.914752	1.39613
3007	2.09579	0.915449	1.397
3008	2.09649	0.916146	1.39786
3009	2.09718	0.916843	1.39873
3010	2.09788	0.91754	1.39959
3011	2.09858	0.918237	1.40046
3012	2.09927	0.918934	1.40132
3013	2.09997	0.919631	1.40219
3014	2.10067	0.920328	1.40305
3015	2.10136	0.921025	1.40391
3016	2.10206	0.921722	1.40478
3017	2.10276	0.922419	1.40564
3018	2.10346	0.923116	1.4065
3019	2.10415	0.923812	1.40736
3020	2.10485	0.924509	1.40822
3021	2.10555	0.925206	1.40909
3022	2.10624	0.925903	1.40995
3023	2.10694	0.9266	1.41081
3024	2.10764	0.927297	1.41167
3025	2.10833	0.927994	1.41253
3026	2.10903	0.928691	1.41339
3027	2.10973	0.929388	1.41425
3028	2.11043	0.930085	1.41511
3029	2.11112	0.930782	1.41596
3030	2.11182	0.931479	1.41682
3031	2.11252	0.932176	1.41768
3032	2.11321	0.932873	1.41854
3033	2.11391	0.93357	1.4194
3034	2.11461	0.934267	1.42025
3035	2.1153	0.934964	1.42111
3036	2.116	0.935661	1.42197
3037	2.1167	0.936358	1.42282
3038	2.1174	0.937055	1.42368
3039	2.11809	0.937752	1.42453
3040	2.11879	0.938449	1.42539
3041	2.11949	0.939146	1.42624
3042	2.12018	0.939843	1.4271
3043	2.12088	0.94054	1.42795
3044	2.12158	0.941237	1.42881
3045	2.12227	0.941934	1.42966
3046	2.12297	0.942631	1.43051
3047	2.12367	0.943328	1.43136
3048	2.12436	0.944025	1.43222
3049	2.12506	0.944722	1.43307
3050	2.12576	0.945419	1.43392
3051	2.12646	0.946116	1.43477
3052	2.12715	0.946813	1.43562
3053	2.12785	0.947509	1.43647
3054	2.12855	0.948206	1.43732
3055	2.12924	0.948903	1.43818
3056	2.12994	0.9496	1.43902
3057	2.13064	0.950297	1.43987
3058	2.13133	0.950994	1.44072
3059	2.13203	0.951691	1.44157
3060	2.13273	0.952388	1.44242
3061	2.13343	0.953085	1.44327
3062	2.13412	0.953782	1.44412
3063	2.13482	0.954479	1.44496
3064	2.13552	0.955176	1.44581
3065	2.13621	0.955873	1.44666
3066	2.13691	0.95657	1.44751
3067	2.13761	0.957267	1.44835
3068	2.1383	0.957964	1.4492
3069	2.139	0.958661	1.45004
3070	2.1397	0.959358	1.45089
3071	2.1404	0.960055	1.45173
3072	2.14109	0.960752	1.45258
3073	2.14179	0.961449	1.45342
3074	2.14249	0.962146	1.45427
3075	2.14318	0.962843	1.45511
3076	2.14388	0.96354	1.45595
3077	2.14458	0.964237	1.4568
3078	2.14527	0.964934	1.45764
3079	2.14597	0.965631	1.45848
3080	2.14667	0.966328	1.45932
3081	2.14736	0.967025	1.46016
3082	2.14806	0.967722	1.46101
3083	2.14876	0.968419	1.46185
3084	2.14946	0.969116	1.46269
3085	2.15015	0.969813	1.46353
3086	2.15085	0.970509	1.46437
3087	2.15155	0.971206	1.46521
3088	2.15224	0.971903	1.46605
3089	2.15294	0.9726	1.46689
3090	2.15364	0.973297	1.46772
3091	2.15433	0.973994	1.46856
3092	2.15503	0.974691	1.4694
3093	2.15573	0.975388	1.47024
3094	2.15643	0.976085	1.47108
3095	2.15712	0.976782	1.47191
3096	2.15782	0.977479	1.47275
3097	2.15852	0.978176	1.47359
3098	2.15921	0.978873	1.47442
3099	2.15991	0.97957	1.47526
3100	2.16061	0.980267	1.47609
3101	2.1613	0.980964	1.47693
3102	2.162	0.981661	1.47776
3103	2.1627	0.982358	1.4786
3104	2.1634	0.983055	1.47943
3105	2.16409	0.983752	1.48027
3106	2.16479	0.984449	1.4811
3107	2.16549	0.985146	1.48193
3108	2.16618	0.985843	1.48277
3109	2.16688	0.98654	1.4836
3110	2.16758	0.987237	1.48443
3111	2.16827	0.987934	1.48526
3112	2.16897	0.988631	1.48609
3113	2.16967	0.989328	1.48693
3114	2.17036	0.990025	1.48776
3115	2.17106	0.990722	1.48859
3116	2.17176	0.991419	1.48942
3117	2.17246	0.992116	1.49025
3118	2.17315	0.992813	1.49108
3119	2.17385	0.99351	1.49191
3120	2.17455	0.994206	1.49274
3121	2.17524	0.994903	1.49356
3122	2.17594	0.9956	1.49439
3123	2.17664	0.996297	1.49522
3124	2.17733	0.996994	1.49605
3125	2.17803	0.997691	1.49688
3126	2.17873	0.998388	1.4977
3127	2.17943	0.999085	1.49853
3128	2.18012	0.999782	1.49936
3129	2.18082	1.00048	1.50018
3130	2.18152	1.00118	1.50101
3131	2.18221	1.00187	1.50183
3132	2.18291	1.00257	1.50266
3133	2.18361	1.00327	1.50348
3134	2.1843	1.00396	1.50431
