t, c	M(t), рад	E(t), рад	Teta(t), с	
2267	1.58003	1.58003	2.08856
2268	1.58073	1.58073	2.08916
2269	1.58143	1.58142	2.08977
2270	1.58212	1.58212	2.09037
2271	1.58282	1.58282	2.09098
2272	1.58352	1.58352	2.09158
2273	1.58421	1.58421	2.09219
2274	1.58491	1.58491	2.09279
2275	1.58561	1.58561	2.09339
2276	1.5863	1.5863	2.094
2277	1.587	1.587	2.0946
2278	1.5877	1.5877	2.0952
2279	1.58839	1.58839	2.09581
2280	1.58909	1.58909	2.09641
2281	1.58979	1.58979	2.09701
2282	1.59049	1.59049	2.09762
2283	1.59118	1.59118	2.09822
2284	1.59188	1.59188	2.09882
2285	1.59258	1.59258	2.09942
2286	1.59327	1.59327	2.10003
2287	1.59397	1.59397	2.10063
2288	1.59467	1.59467	2.10123
2289	1.59536	1.59536	2.10183
2290	1.59606	1.59606	2.10243
2291	1.59676	1.59676	2.10303
2292	1.59746	1.59745	2.10363
2293	1.59815	1.59815	2.10423
2294	1.59885	1.59885	2.10483
2295	1.59955	1.59955	2.10543
2296	1.60024	1.60024	2.10603
2297	1.60094	1.60094	2.10663
2298	1.60164	1.60164	2.10723
2299	1.60233	1.60233	2.10783
2300	1.60303	1.60303	2.10843
2301	1.60373	1.60373	2.10903
2302	1.60443	1.60442	2.10963
2303	1.60512	1.60512	2.11023
2304	1.60582	1.60582	2.11082
2305	1.60652	1.60652	2.11142
2306	1.60721	1.60721	2.11202
2307	1.60791	1.60791	2.11262
2308	1.60861	1.60861	2.11322
2309	1.6093	1.6093	2.11381
2310	1.61	1.61	2.11441
2311	1.6107	1.6107	2.11501
2312	1.61139	1.61139	2.1156
2313	1.61209	1.61209	2.1162
2314	1.61279	1.61279	2.1168
2315	1.61349	1.61349	2.11739
2316	1.61418	1.61418	2.11799
2317	1.61488	1.61488	2.11858
2318	1.61558	1.61558	2.11918
2319	1.61627	1.61627	2.11977
2320	1.61697	1.61697	2.12037
2321	1.61767	1.61767	2.12096
2322	1.61836	1.61836	2.12156
2323	1.61906	1.61906	2.12215
2324	1.61976	1.61976	2.12275
2325	1.62046	1.62045	2.12334
2326	1.62115	1.62115	2.12394
2327	1.62185	1.62185	2.12453
2328	1.62255	1.62255	2.12512
2329	1.62324	1.62324	2.12572
2330	1.62394	1.62394	2.12631
2331	1.62464	1.62464	2.1269
2332	1.62533	1.62533	2.1275
2333	1.62603	1.62603	2.12809
2334	1.62673	1.62673	2.12868
2335	1.62743	1.62742	2.12927
2336	1.62812	1.62812	2.12986
2337	1.62882	1.62882	2.13046
2338	1.62952	1.62952	2.13105
2339	1.63021	1.63021	2.13164
2340	1.63091	1.63091	2.13223
2341	1.63161	1.63161	2.13282
2342	1.6323	1.6323	2.13341
2343	1.633	1.633	2.134
2344	1.6337	1.6337	2.13459
2345	1.63439	1.63439	2.13518
2346	1.63509	1.63509	2.13577
2347	1.63579	1.63579	2.13636
2348	1.63649	1.63649	2.13695
2349	1.63718	1.63718	2.13754
2350	1.63788	1.63788	2.13813
2351	1.63858	1.63858	2.13872
2352	1.63927	1.63927	2.13931
2353	1.63997	1.63997	2.1399
2354	1.64067	1.64067	2.14049
2355	1.64136	1.64136	2.14107
2356	1.64206	1.64206	2.14166
2357	1.64276	1.64276	2.14225
2358	1.64346	1.64345	2.14284
2359	1.64415	1.64415	2.14342
2360	1.64485	1.64485	2.14401
2361	1.64555	1.64555	2.1446
2362	1.64624	1.64624	2.14519
2363	1.64694	1.64694	2.14577
2364	1.64764	1.64764	2.14636
2365	1.64833	1.64833	2.14695
2366	1.64903	1.64903	2.14753
2367	1.64973	1.64973	2.14812
2368	1.65043	1.65042	2.1487
2369	1.65112	1.65112	2.14929
2370	1.65182	1.65182	2.14987
2371	1.65252	1.65252	2.15046
2372	1.65321	1.65321	2.15104
2373	1.65391	1.65391	2.15163
2374	1.65461	1.65461	2.15221
2375	1.6553	1.6553	2.1528
2376	1.656	1.656	2.15338
2377	1.6567	1.6567	2.15397
2378	1.65739	1.65739	2.15455
2379	1.65809	1.65809	2.15513
2380	1.65879	1.65879	2.15572
2381	1.65949	1.65949	2.1563
2382	1.66018	1.66018	2.15688
2383	1.66088	1.66088	2.15747
2384	1.66158	1.66158	2.15805
2385	1.66227	1.66227	2.15863
2386	1.66297	1.66297	2.15921
2387	1.66367	1.66367	2.1598
2388	1.66436	1.66436	2.16038
2389	1.66506	1.66506	2.16096
2390	1.66576	1.66576	2.16154
2391	1.66646	1.66645	2.16212
2392	1.66715	1.66715	2.1627
2393	1.66785	1.66785	2.16329
2394	1.66855	1.66855	2.16387
2395	1.66924	1.66924	2.16445
2396	1.66994	1.66994	2.16503
2397	1.67064	1.67064	2.16561
2398	1.67133	1.67133	2.16619
2399	1.67203	1.67203	2.16677
2400	1.67273	1.67273	2.16735
2401	1.67343	1.67342	2.16793
2402	1.67412	1.67412	2.16851
2403	1.67482	1.67482	2.16908
2404	1.67552	1.67552	2.16966
2405	1.67621	1.67621	2.17024
2406	1.67691	1.67691	2.17082
2407	1.67761	1.67761	2.1714
2408	1.6783	1.6783	2.17198
2409	1.679	1.679	2.17256
2410	1.6797	1.6797	2.17313
2411	1.68039	1.68039	2.17371
2412	1.68109	1.68109	2.17429
2413	1.68179	1.68179	2.17487
2414	1.68249	1.68249	2.17544
2415	1.68318	1.68318	2.17602
2416	1.68388	1.68388	2.1766
2417	1.68458	1.68458	2.17717
2418	1.68527	1.68527	2.17775
2419	1.68597	1.68597	2.17833
2420	1.68667	1.68667	2.1789
2421	1.68736	1.68736	2.17948
2422	1.68806	1.68806	2.18005
2423	1.68876	1.68876	2.18063
2424	1.68946	1.68945	2.1812
2425	1.69015	1.69015	2.18178
2426	1.69085	1.69085	2.18235
2427	1.69155	1.69155	2.18293
2428	1.69224	1.69224	2.1835
2429	1.69294	1.69294	2.18408
2430	1.69364	1.69364	2.18465
2431	1.69433	1.69433	2.18523
2432	1.69503	1.69503	2.1858
2433	1.69573	1.69573	2.18637
2434	1.69643	1.69642	2.18695
2435	1.69712	1.69712	2.18752
2436	1.69782	1.69782	2.18809
2437	1.69852	1.69852	2.18867
2438	1.69921	1.69921	2.18924
2439	1.69991	1.69991	2.18981
2440	1.70061	1.70061	2.19038
2441	1.7013	1.7013	2.19095
2442	1.702	1.702	2.19153
2443	1.7027	1.7027	2.1921
2444	1.70339	1.70339	2.19267
2445	1.70409	1.70409	2.19324
2446	1.70479	1.70479	2.19381
2447	1.70549	1.70549	2.19438
2448	1.70618	1.70618	2.19495
2449	1.70688	1.70688	2.19553
2450	1.70758	1.70758	2.1961
2451	1.70827	1.70827	2.19667
2452	1.70897	1.70897	2.19724
2453	1.70967	1.70967	2.19781
2454	1.71036	1.71036	2.19838
2455	1.71106	1.71106	2.19895
2456	1.71176	1.71176	2.19952
2457	1.71246	1.71245	2.20008
2458	1.71315	1.71315	2.20065
2459	1.71385	1.71385	2.20122
2460	1.71455	1.71455	2.20179
2461	1.71524	1.71524	2.20236
2462	1.71594	1.71594	2.20293
2463	1.71664	1.71664	2.2035
2464	1.71733	1.71733	2.20406
2465	1.71803	1.71803	2.20463
2466	1.71873	1.71873	2.2052
2467	1.71943	1.71942	2.20577
2468	1.72012	1.72012	2.20633
2469	1.72082	1.72082	2.2069
2470	1.72152	1.72152	2.20747
2471	1.72221	1.72221	2.20804
2472	1.72291	1.72291	2.2086
2473	1.72361	1.72361	2.20917
2474	1.7243	1.7243	2.20973
2475	1.725	1.725	2.2103
2476	1.7257	1.7257	2.21087
2477	1.72639	1.72639	2.21143
2478	1.72709	1.72709	2.212
2479	1.72779	1.72779	2.21256
2480	1.72849	1.72849	2.21313
2481	1.72918	1.72918	2.21369
2482	1.72988	1.72988	2.21426
2483	1.73058	1.73058	2.21482
2484	1.73127	1.73127	2.21539
2485	1.73197	1.73197	2.21595
2486	1.73267	1.73267	2.21652
2487	1.73336	1.73336	2.21708
2488	1.73406	1.73406	2.21764
2489	1.73476	1.73476	2.21821
2490	1.73546	1.73545	2.21877
2491	1.73615	1.73615	2.21933
2492	1.73685	1.73685	2.2199
2493	1.73755	1.73755	2.22046
2494	1.73824	1.73824	2.22102
2495	1.73894	1.73894	2.22158
2496	1.73964	1.73964	2.22215
2497	1.74033	1.74033	2.22271
2498	1.74103	1.74103	2.22327
2499	1.74173	1.74173	2.22383
2500	1.74243	1.74242	2.22439
2501	1.74312	1.74312	2.22496
2502	1.74382	1.74382	2.22552
2503	1.74452	1.74452	2.22608
2504	1.74521	1.74521	2.22664
2505	1.74591	1.74591	2.2272
2506	1.74661	1.74661	2.22776
2507	1.7473	1.7473	2.22832
2508	1.748	1.748	2.22888
2509	1.7487	1.7487	2.22944
2510	1.74939	1.74939	2.23
2511	1.75009	1.75009	2.23056
2512	1.75079	1.75079	2.23112
2513	1.75149	1.75149	2.23168
2514	1.75218	1.75218	2.23224
2515	1.75288	1.75288	2.2328
2516	1.75358	1.75358	2.23336
2517	1.75427	1.75427	2.23392
2518	1.75497	1.75497	2.23447
2519	1.75567	1.75567	2.23503
2520	1.75636	1.75636	2.23559
2521	1.75706	1.75706	2.23615
2522	1.75776	1.75776	2.23671
2523	1.75846	1.75845	2.23727
2524	1.75915	1.75915	2.23782
2525	1.75985	1.75985	2.23838
2526	1.76055	1.76055	2.23894
2527	1.76124	1.76124	2.23949
2528	1.76194	1.76194	2.24005
2529	1.76264	1.76264	2.24061
2530	1.76333	1.76333	2.24116
2531	1.76403	1.76403	2.24172
2532	1.76473	1.76473	2.24228
2533	1.76543	1.76542	2.24283
2534	1.76612	1.76612	2.24339
2535	1.76682	1.76682	2.24394
2536	1.76752	1.76752	2.2445
2537	1.76821	1.76821	2.24505
2538	1.76891	1.76891	2.24561
2539	1.76961	1.76961	2.24617
2540	1.7703	1.7703	2.24672
2541	1.771	1.771	2.24727
2542	1.7717	1.7717	2.24783
2543	1.77239	1.77239	2.24838
2544	1.77309	1.77309	2.24894
2545	1.77379	1.77379	2.24949
2546	1.77449	1.77449	2.25005
2547	1.77518	1.77518	2.2506
2548	1.77588	1.77588	2.25115
2549	1.77658	1.77658	2.25171
2550	1.77727	1.77727	2.25226
2551	1.77797	1.77797	2.25281
2552	1.77867	1.77867	2.25336
2553	1.77936	1.77936	2.25392
2554	1.78006	1.78006	2.25447
2555	1.78076	1.78076	2.25502
2556	1.78146	1.78145	2.25557
2557	1.78215	1.78215	2.25613
2558	1.78285	1.78285	2.25668
2559	1.78355	1.78355	2.25723
2560	1.78424	1.78424	2.25778
2561	1.78494	1.78494	2.25833
2562	1.78564	1.78564	2.25888
2563	1.78633	1.78633	2.25943
2564	1.78703	1.78703	2.25999
2565	1.78773	1.78773	2.26054
2566	1.78843	1.78842	2.26109
2567	1.78912	1.78912	2.26164
2568	1.78982	1.78982	2.26219
2569	1.79052	1.79052	2.26274
2570	1.79121	1.79121	2.26329
2571	1.79191	1.79191	2.26384
2572	1.79261	1.79261	2.26439
2573	1.7933	1.7933	2.26493
2574	1.794	1.794	2.26548
2575	1.7947	1.7947	2.26603
2576	1.79539	1.79539	2.26658
2577	1.79609	1.79609	2.26713
2578	1.79679	1.79679	2.26768
2579	1.79749	1.79749	2.26823
2580	1.79818	1.79818	2.26878
2581	1.79888	1.79888	2.26932
2582	1.79958	1.79958	2.26987
2583	1.80027	1.80027	2.27042
2584	1.80097	1.80097	2.27097
2585	1.80167	1.80167	2.27151
2586	1.80236	1.80236	2.27206
2587	1.80306	1.80306	2.27261
2588	1.80376	1.80376	2.27316
2589	1.80446	1.80445	2.2737
2590	1.80515	1.80515	2.27425
2591	1.80585	1.80585	2.27479
2592	1.80655	1.80655	2.27534
2593	1.80724	1.80724	2.27589
2594	1.80794	1.80794	2.27643
2595	1.80864	1.80864	2.27698
2596	1.80933	1.80933	2.27752
2597	1.81003	1.81003	2.27807
2598	1.81073	1.81073	2.27861
2599	1.81143	1.81142	2.27916
2600	1.81212	1.81212	2.2797
2601	1.81282	1.81282	2.28025
2602	1.81352	1.81352	2.28079
2603	1.81421	1.81421	2.28134
2604	1.81491	1.81491	2.28188
2605	1.81561	1.81561	2.28243
2606	1.8163	1.8163	2.28297
2607	1.817	1.817	2.28351
2608	1.8177	1.8177	2.28406
2609	1.81839	1.81839	2.2846
2610	1.81909	1.81909	2.28515
2611	1.81979	1.81979	2.28569
2612	1.82049	1.82049	2.28623
2613	1.82118	1.82118	2.28677
2614	1.82188	1.82188	2.28732
2615	1.82258	1.82258	2.28786
2616	1.82327	1.82327	2.2884
2617	1.82397	1.82397	2.28894
2618	1.82467	1.82467	2.28949
2619	1.82536	1.82536	2.29003
2620	1.82606	1.82606	2.29057
2621	1.82676	1.82676	2.29111
2622	1.82746	1.82745	2.29165
2623	1.82815	1.82815	2.29219
2624	1.82885	1.82885	2.29273
2625	1.82955	1.82955	2.29328
2626	1.83024	1.83024	2.29382
2627	1.83094	1.83094	2.29436
2628	1.83164	1.83164	2.2949
2629	1.83233	1.83233	2.29544
2630	1.83303	1.83303	2.29598
2631	1.83373	1.83373	2.29652
2632	1.83443	1.83442	2.29706
2633	1.83512	1.83512	2.2976
2634	1.83582	1.83582	2.29814
2635	1.83652	1.83652	2.29868
2636	1.83721	1.83721	2.29922
2637	1.83791	1.83791	2.29975
2638	1.83861	1.83861	2.30029
2639	1.8393	1.8393	2.30083
2640	1.84	1.84	2.30137
2641	1.8407	1.8407	2.30191
2642	1.84139	1.84139	2.30245
2643	1.84209	1.84209	2.30299
2644	1.84279	1.84279	2.30352
2645	1.84349	1.84349	2.30406
2646	1.84418	1.84418	2.3046
2647	1.84488	1.84488	2.30514
2648	1.84558	1.84558	2.30567
2649	1.84627	1.84627	2.30621
2650	1.84697	1.84697	2.30675
2651	1.84767	1.84767	2.30728
2652	1.84836	1.84836	2.30782
2653	1.84906	1.84906	2.30836
2654	1.84976	1.84976	2.30889
2655	1.85046	1.85045	2.30943
2656	1.85115	1.85115	2.30997
2657	1.85185	1.85185	2.3105
2658	1.85255	1.85255	2.31104
2659	1.85324	1.85324	2.31157
2660	1.85394	1.85394	2.31211
2661	1.85464	1.85464	2.31264
2662	1.85533	1.85533	2.31318
2663	1.85603	1.85603	2.31372
2664	1.85673	1.85673	2.31425
2665	1.85743	1.85742	2.31478
2666	1.85812	1.85812	2.31532
2667	1.85882	1.85882	2.31585
2668	1.85952	1.85952	2.31639
2669	1.86021	1.86021	2.31692
2670	1.86091	1.86091	2.31746
2671	1.86161	1.86161	2.31799
2672	1.8623	1.8623	2.31852
2673	1.863	1.863	2.31906
2674	1.8637	1.8637	2.31959
2675	1.86439	1.86439	2.32012
2676	1.86509	1.86509	2.32066
2677	1.86579	1.86579	2.32119
2678	1.86649	1.86649	2.32172
2679	1.86718	1.86718	2.32225
2680	1.86788	1.86788	2.32279
2681	1.86858	1.86858	2.32332
2682	1.86927	1.86927	2.32385
2683	1.86997	1.86997	2.32438
2684	1.87067	1.87067	2.32491
2685	1.87136	1.87136	2.32545
2686	1.87206	1.87206	2.32598
2687	1.87276	1.87276	2.32651
2688	1.87346	1.87345	2.32704
2689	1.87415	1.87415	2.32757
2690	1.87485	1.87485	2.3281
2691	1.87555	1.87555	2.32863
2692	1.87624	1.87624	2.32916
2693	1.87694	1.87694	2.32969
2694	1.87764	1.87764	2.33022
2695	1.87833	1.87833	2.33075
2696	1.87903	1.87903	2.33128
2697	1.87973	1.87973	2.33181
2698	1.88043	1.88042	2.33234
2699	1.88112	1.88112	2.33287
2700	1.88182	1.88182	2.3334
2701	1.88252	1.88252	2.33393
2702	1.88321	1.88321	2.33446
2703	1.88391	1.88391	2.33499
2704	1.88461	1.88461	2.33552
2705	1.8853	1.8853	2.33605
2706	1.886	1.886	2.33658
2707	1.8867	1.8867	2.33711
2708	1.88739	1.88739	2.33763
2709	1.88809	1.88809	2.33816
2710	1.88879	1.88879	2.33869
2711	1.88949	1.88949	2.33922
2712	1.89018	1.89018	2.33974
2713	1.89088	1.89088	2.34027
2714	1.89158	1.89158	2.3408
2715	1.89227	1.89227	2.34133
2716	1.89297	1.89297	2.34185
2717	1.89367	1.89367	2.34238
2718	1.89436	1.89436	2.34291
2719	1.89506	1.89506	2.34343
2720	1.89576	1.89576	2.34396
2721	1.89646	1.89646	2.34449
2722	1.89715	1.89715	2.34501
2723	1.89785	1.89785	2.34554
2724	1.89855	1.89855	2.34606
2725	1.89924	1.89924	2.34659
2726	1.89994	1.89994	2.34712
2727	1.90064	1.90064	2.34764
2728	1.90133	1.90133	2.34817
2729	1.90203	1.90203	2.34869
2730	1.90273	1.90273	2.34922
2731	1.90343	1.90342	2.34974
2732	1.90412	1.90412	2.35027
2733	1.90482	1.90482	2.35079
2734	1.90552	1.90552	2.35132
2735	1.90621	1.90621	2.35184
2736	1.90691	1.90691	2.35236
2737	1.90761	1.90761	2.35289
2738	1.9083	1.9083	2.35341
2739	1.909	1.909	2.35394
2740	1.9097	1.9097	2.35446
2741	1.9104	1.91039	2.35498
2742	1.91109	1.91109	2.35551
2743	1.91179	1.91179	2.35603
2744	1.91249	1.91249	2.35655
2745	1.91318	1.91318	2.35707
2746	1.91388	1.91388	2.3576
2747	1.91458	1.91458	2.35812
2748	1.91527	1.91527	2.35864
2749	1.91597	1.91597	2.35916
2750	1.91667	1.91667	2.35969
2751	1.91736	1.91736	2.36021
2752	1.91806	1.91806	2.36073
2753	1.91876	1.91876	2.36125
2754	1.91946	1.91946	2.36177
2755	1.92015	1.92015	2.36229
2756	1.92085	1.92085	2.36282
2757	1.92155	1.92155	2.36334
2758	1.92224	1.92224	2.36386
2759	1.92294	1.92294	2.36438
2760	1.92364	1.92364	2.3649
2761	1.92433	1.92433	2.36542
2762	1.92503	1.92503	2.36594
2763	1.92573	1.92573	2.36646
2764	1.92643	1.92642	2.36698
2765	1.92712	1.92712	2.3675
2766	1.92782	1.92782	2.36802
2767	1.92852	1.92852	2.36854
2768	1.92921	1.92921	2.36906
2769	1.92991	1.92991	2.36958
2770	1.93061	1.93061	2.3701
2771	1.9313	1.9313	2.37062
2772	1.932	1.932	2.37114
2773	1.9327	1.9327	2.37165
2774	1.9334	1.93339	2.37217
2775	1.93409	1.93409	2.37269
2776	1.93479	1.93479	2.37321
2777	1.93549	1.93549	2.37373
2778	1.93618	1.93618	2.37425
2779	1.93688	1.93688	2.37476
2780	1.93758	1.93758	2.37528
2781	1.93827	1.93827	2.3758
2782	1.93897	1.93897	2.37632
2783	1.93967	1.93967	2.37684
2784	1.94036	1.94036	2.37735
2785	1.94106	1.94106	2.37787
2786	1.94176	1.94176	2.37839
2787	1.94246	1.94246	2.3789
2788	1.94315	1.94315	2.37942
2789	1.94385	1.94385	2.37994
2790	1.94455	1.94455	2.38045
2791	1.94524	1.94524	2.38097
2792	1.94594	1.94594	2.38149
2793	1.94664	1.94664	2.382
2794	1.94733	1.94733	2.38252
2795	1.94803	1.94803	2.38303
2796	1.94873	1.94873	2.38355
2797	1.94943	1.94942	2.38406
2798	1.95012	1.95012	2.38458
2799	1.95082	1.95082	2.3851
2800	1.95152	1.95152	2.38561
2801	1.95221	1.95221	2.38613
2802	1.95291	1.95291	2.38664
2803	1.95361	1.95361	2.38715
2804	1.9543	1.9543	2.38767
2805	1.955	1.955	2.38818
2806	1.9557	1.9557	2.3887
2807	1.9564	1.95639	2.38921
2808	1.95709	1.95709	2.38973
2809	1.95779	1.95779	2.39024
2810	1.95849	1.95849	2.39075
2811	1.95918	1.95918	2.39127
2812	1.95988	1.95988	2.39178
2813	1.96058	1.96058	2.39229
2814	1.96127	1.96127	2.39281
2815	1.96197	1.96197	2.39332
2816	1.96267	1.96267	2.39383
2817	1.96336	1.96336	2.39435
2818	1.96406	1.96406	2.39486
2819	1.96476	1.96476	2.39537
2820	1.96546	1.96546	2.39588
2821	1.96615	1.96615	2.3964
2822	1.96685	1.96685	2.39691
2823	1.96755	1.96755	2.39742
2824	1.96824	1.96824	2.39793
2825	1.96894	1.96894	2.39844
2826	1.96964	1.96964	2.39895
2827	1.97033	1.97033	2.39947
2828	1.97103	1.97103	2.39998
2829	1.97173	1.97173	2.40049
2830	1.97243	1.97242	2.401
2831	1.97312	1.97312	2.40151
2832	1.97382	1.97382	2.40202
2833	1.97452	1.97452	2.40253
2834	1.97521	1.97521	2.40304
2835	1.97591	1.97591	2.40355
2836	1.97661	1.97661	2.40406
2837	1.9773	1.9773	2.40457
2838	1.978	1.978	2.40508
2839	1.9787	1.9787	2.40559
2840	1.9794	1.97939	2.4061
2841	1.98009	1.98009	2.40661
2842	1.98079	1.98079	2.40712
2843	1.98149	1.98149	2.40763
2844	1.98218	1.98218	2.40814
2845	1.98288	1.98288	2.40865
2846	1.98358	1.98358	2.40916
2847	1.98427	1.98427	2.40967
2848	1.98497	1.98497	2.41017
2849	1.98567	1.98567	2.41068
2850	1.98636	1.98636	2.41119
2851	1.98706	1.98706	2.4117
2852	1.98776	1.98776	2.41221
2853	1.98846	1.98846	2.41271
2854	1.98915	1.98915	2.41322
2855	1.98985	1.98985	2.41373
2856	1.99055	1.99055	2.41424
2857	1.99124	1.99124	2.41475
2858	1.99194	1.99194	2.41525
2859	1.99264	1.99264	2.41576
2860	1.99333	1.99333	2.41627
2861	1.99403	1.99403	2.41677
2862	1.99473	1.99473	2.41728
2863	1.99543	1.99542	2.41779
2864	1.99612	1.99612	2.41829
2865	1.99682	1.99682	2.4188
2866	1.99752	1.99752	2.41931
2867	1.99821	1.99821	2.41981
2868	1.99891	1.99891	2.42032
2869	1.99961	1.99961	2.42082
2870	2.0003	2.0003	2.42133
2871	2.001	2.001	2.42184
2872	2.0017	2.0017	2.42234
2873	2.0024	2.00239	2.42285
2874	2.00309	2.00309	2.42335
2875	2.00379	2.00379	2.42386
2876	2.00449	2.00449	2.42436
2877	2.00518	2.00518	2.42487
2878	2.00588	2.00588	2.42537
2879	2.00658	2.00658	2.42587
2880	2.00727	2.00727	2.42638
2881	2.00797	2.00797	2.42688
2882	2.00867	2.00867	2.42739
2883	2.00936	2.00936	2.42789
2884	2.01006	2.01006	2.4284
2885	2.01076	2.01076	2.4289
2886	2.01146	2.01146	2.4294
2887	2.01215	2.01215	2.42991
2888	2.01285	2.01285	2.43041
2889	2.01355	2.01355	2.43091
2890	2.01424	2.01424	2.43142
2891	2.01494	2.01494	2.43192
2892	2.01564	2.01564	2.43242
2893	2.01633	2.01633	2.43292
2894	2.01703	2.01703	2.43343
2895	2.01773	2.01773	2.43393
2896	2.01843	2.01842	2.43443
2897	2.01912	2.01912	2.43493
2898	2.01982	2.01982	2.43544
2899	2.02052	2.02052	2.43594
2900	2.02121	2.02121	2.43644
2901	2.02191	2.02191	2.43694
2902	2.02261	2.02261	2.43744
2903	2.0233	2.0233	2.43795
2904	2.024	2.024	2.43845
2905	2.0247	2.0247	2.43895
2906	2.0254	2.02539	2.43945
2907	2.02609	2.02609	2.43995
2908	2.02679	2.02679	2.44045
2909	2.02749	2.02749	2.44095
2910	2.02818	2.02818	2.44145
2911	2.02888	2.02888	2.44195
2912	2.02958	2.02958	2.44245
2913	2.03027	2.03027	2.44295
2914	2.03097	2.03097	2.44345
2915	2.03167	2.03167	2.44395
2916	2.03236	2.03236	2.44445
2917	2.03306	2.03306	2.44495
2918	2.03376	2.03376	2.44545
2919	2.03446	2.03446	2.44595
2920	2.03515	2.03515	2.44645
2921	2.03585	2.03585	2.44695
2922	2.03655	2.03655	2.44745
2923	2.03724	2.03724	2.44795
2924	2.03794	2.03794	2.44845
2925	2.03864	2.03864	2.44895
2926	2.03933	2.03933	2.44944
2927	2.04003	2.04003	2.44994
2928	2.04073	2.04073	2.45044
2929	2.04143	2.04142	2.45094
2930	2.04212	2.04212	2.45144
2931	2.04282	2.04282	2.45194
2932	2.04352	2.04352	2.45243
2933	2.04421	2.04421	2.45293
2934	2.04491	2.04491	2.45343
2935	2.04561	2.04561	2.45393
2936	2.0463	2.0463	2.45442
2937	2.047	2.047	2.45492
2938	2.0477	2.0477	2.45542
2939	2.0484	2.04839	2.45591
2940	2.04909	2.04909	2.45641
2941	2.04979	2.04979	2.45691
2942	2.05049	2.05049	2.45741
2943	2.05118	2.05118	2.4579
2944	2.05188	2.05188	2.4584
2945	2.05258	2.05258	2.45889
2946	2.05327	2.05327	2.45939
2947	2.05397	2.05397	2.45989
2948	2.05467	2.05467	2.46038
2949	2.05536	2.05536	2.46088
2950	2.05606	2.05606	2.46137
2951	2.05676	2.05676	2.46187
2952	2.05746	2.05746	2.46236
2953	2.05815	2.05815	2.46286
2954	2.05885	2.05885	2.46336
2955	2.05955	2.05955	2.46385
2956	2.06024	2.06024	2.46434
2957	2.06094	2.06094	2.46484
2958	2.06164	2.06164	2.46533
2959	2.06233	2.06233	2.46583
2960	2.06303	2.06303	2.46632
2961	2.06373	2.06373	2.46682
2962	2.06443	2.06442	2.46731
2963	2.06512	2.06512	2.46781
2964	2.06582	2.06582	2.4683
2965	2.06652	2.06652	2.46879
2966	2.06721	2.06721	2.46929
2967	2.06791	2.06791	2.46978
2968	2.06861	2.06861	2.47027
2969	2.0693	2.0693	2.47077
2970	2.07	2.07	2.47126
2971	2.0707	2.0707	2.47175
2972	2.0714	2.07139	2.47225
2973	2.07209	2.07209	2.47274
2974	2.07279	2.07279	2.47323
2975	2.07349	2.07349	2.47373
2976	2.07418	2.07418	2.47422
2977	2.07488	2.07488	2.47471
2978	2.07558	2.07558	2.4752
2979	2.07627	2.07627	2.47569
2980	2.07697	2.07697	2.47619
2981	2.07767	2.07767	2.47668
2982	2.07836	2.07836	2.47717
2983	2.07906	2.07906	2.47766
2984	2.07976	2.07976	2.47815
2985	2.08046	2.08046	2.47865
2986	2.08115	2.08115	2.47914
2987	2.08185	2.08185	2.47963
2988	2.08255	2.08255	2.48012
2989	2.08324	2.08324	2.48061
2990	2.08394	2.08394	2.4811
2991	2.08464	2.08464	2.48159
2992	2.08533	2.08533	2.48208
2993	2.08603	2.08603	2.48257
2994	2.08673	2.08673	2.48306
2995	2.08743	2.08742	2.48355
2996	2.08812	2.08812	2.48404
2997	2.08882	2.08882	2.48453
2998	2.08952	2.08952	2.48502
2999	2.09021	2.09021	2.48551
3000	2.09091	2.09091	2.486
3001	2.09161	2.09161	2.48649
3002	2.0923	2.0923	2.48698
3003	2.093	2.093	2.48747
3004	2.0937	2.0937	2.48796
3005	2.0944	2.09439	2.48845
3006	2.09509	2.09509	2.48894
3007	2.09579	2.09579	2.48943
3008	2.09649	2.09649	2.48992
3009	2.09718	2.09718	2.49041
3010	2.09788	2.09788	2.49089
3011	2.09858	2.09858	2.49138
3012	2.09927	2.09927	2.49187
3013	2.09997	2.09997	2.49236
3014	2.10067	2.10067	2.49285
3015	2.10136	2.10136	2.49333
3016	2.10206	2.10206	2.49382
3017	2.10276	2.10276	2.49431
3018	2.10346	2.10346	2.4948
3019	2.10415	2.10415	2.49529
3020	2.10485	2.10485	2.49577
3021	2.10555	2.10555	2.49626
3022	2.10624	2.10624	2.49675
3023	2.10694	2.10694	2.49723
3024	2.10764	2.10764	2.49772
3025	2.10833	2.10833	2.49821
3026	2.10903	2.10903	2.49869
3027	2.10973	2.10973	2.49918
3028	2.11043	2.11042	2.49967
3029	2.11112	2.11112	2.50015
3030	2.11182	2.11182	2.50064
3031	2.11252	2.11252	2.50113
3032	2.11321	2.11321	2.50161
3033	2.11391	2.11391	2.5021
3034	2.11461	2.11461	2.50258
3035	2.1153	2.1153	2.50307
3036	2.116	2.116	2.50356
3037	2.1167	2.1167	2.50404
3038	2.1174	2.11739	2.50453
3039	2.11809	2.11809	2.50501
3040	2.11879	2.11879	2.5055
3041	2.11949	2.11949	2.50598
3042	2.12018	2.12018	2.50647
3043	2.12088	2.12088	2.50695
3044	2.12158	2.12158	2.50744
3045	2.12227	2.12227	2.50792
