t, c	M(t), рад	E(t), рад	Teta(t), с	
255	0.177727	0.177727	0.301452
256	0.178424	0.178424	0.302622
257	0.179121	0.179121	0.303793
258	0.179818	0.179818	0.304963
259	0.180515	0.180515	0.306133
260	0.181212	0.181212	0.307303
261	0.181909	0.181909	0.308473
262	0.182606	0.182606	0.309642
263	0.183303	0.183303	0.310812
264	0.184	0.184	0.311981
265	0.184697	0.184696	0.31315
266	0.185394	0.185393	0.314319
267	0.186091	0.18609	0.315488
268	0.186788	0.186787	0.316657
269	0.187485	0.187484	0.317826
270	0.188182	0.188181	0.318994
271	0.188879	0.188878	0.320162
272	0.189576	0.189575	0.321331
273	0.190273	0.190272	0.322499
274	0.19097	0.190969	0.323666
275	0.191667	0.191666	0.324834
276	0.192364	0.192363	0.326002
277	0.193061	0.19306	0.327169
278	0.193758	0.193757	0.328337
279	0.194455	0.194454	0.329504
280	0.195152	0.195151	0.330671
281	0.195849	0.195848	0.331838
282	0.196546	0.196545	0.333005
283	0.197243	0.197242	0.334171
284	0.19794	0.197939	0.335338
285	0.198636	0.198636	0.336504
286	0.199333	0.199333	0.33767
287	0.20003	0.20003	0.338836
288	0.200727	0.200727	0.340002
289	0.201424	0.201424	0.341167
290	0.202121	0.202121	0.342333
291	0.202818	0.202818	0.343498
292	0.203515	0.203515	0.344664
293	0.204212	0.204212	0.345829
294	0.204909	0.204909	0.346994
295	0.205606	0.205606	0.348158
296	0.206303	0.206303	0.349323
297	0.207	0.207	0.350487
298	0.207697	0.207696	0.351652
299	0.208394	0.208393	0.352816
300	0.209091	0.20909	0.35398
301	0.209788	0.209787	0.355144
302	0.210485	0.210484	0.356307
303	0.211182	0.211181	0.357471
304	0.211879	0.211878	0.358634
305	0.212576	0.212575	0.359798
306	0.213273	0.213272	0.360961
307	0.21397	0.213969	0.362123
308	0.214667	0.214666	0.363286
309	0.215364	0.215363	0.364449
310	0.216061	0.21606	0.365611
311	0.216758	0.216757	0.366773
312	0.217455	0.217454	0.367935
313	0.218152	0.218151	0.369097
314	0.218849	0.218848	0.370259
315	0.219546	0.219545	0.371421
316	0.220243	0.220242	0.372582
317	0.22094	0.220939	0.373743
318	0.221636	0.221636	0.374904
319	0.222333	0.222333	0.376065
320	0.22303	0.22303	0.377226
321	0.223727	0.223727	0.378387
322	0.224424	0.224424	0.379547
323	0.225121	0.225121	0.380707
324	0.225818	0.225818	0.381867
325	0.226515	0.226515	0.383027
326	0.227212	0.227212	0.384187
327	0.227909	0.227909	0.385347
328	0.228606	0.228606	0.386506
329	0.229303	0.229303	0.387665
330	0.23	0.23	0.388824
331	0.230697	0.230697	0.389983
332	0.231394	0.231393	0.391142
333	0.232091	0.23209	0.392301
334	0.232788	0.232787	0.393459
335	0.233485	0.233484	0.394617
336	0.234182	0.234181	0.395775
337	0.234879	0.234878	0.396933
338	0.235576	0.235575	0.398091
339	0.236273	0.236272	0.399248
340	0.23697	0.236969	0.400406
341	0.237667	0.237666	0.401563
342	0.238364	0.238363	0.40272
343	0.239061	0.23906	0.403877
344	0.239758	0.239757	0.405033
345	0.240455	0.240454	0.40619
346	0.241152	0.241151	0.407346
347	0.241849	0.241848	0.408502
348	0.242546	0.242545	0.409658
349	0.243243	0.243242	0.410814
350	0.24394	0.243939	0.411969
351	0.244636	0.244636	0.413125
352	0.245333	0.245333	0.41428
353	0.24603	0.24603	0.415435
354	0.246727	0.246727	0.41659
355	0.247424	0.247424	0.417744
356	0.248121	0.248121	0.418899
357	0.248818	0.248818	0.420053
358	0.249515	0.249515	0.421207
359	0.250212	0.250212	0.422361
360	0.250909	0.250909	0.423515
361	0.251606	0.251606	0.424668
362	0.252303	0.252303	0.425822
363	0.253	0.253	0.426975
364	0.253697	0.253697	0.428128
365	0.254394	0.254393	0.429281
366	0.255091	0.25509	0.430433
367	0.255788	0.255787	0.431586
368	0.256485	0.256484	0.432738
369	0.257182	0.257181	0.43389
370	0.257879	0.257878	0.435042
371	0.258576	0.258575	0.436194
372	0.259273	0.259272	0.437345
373	0.25997	0.259969	0.438496
374	0.260667	0.260666	0.439648
375	0.261364	0.261363	0.440799
376	0.262061	0.26206	0.441949
377	0.262758	0.262757	0.4431
378	0.263455	0.263454	0.44425
379	0.264152	0.264151	0.4454
380	0.264849	0.264848	0.44655
381	0.265546	0.265545	0.4477
382	0.266243	0.266242	0.44885
383	0.26694	0.266939	0.449999
384	0.267637	0.267636	0.451148
385	0.268333	0.268333	0.452297
386	0.26903	0.26903	0.453446
387	0.269727	0.269727	0.454595
388	0.270424	0.270424	0.455743
389	0.271121	0.271121	0.456891
390	0.271818	0.271818	0.458039
391	0.272515	0.272515	0.459187
392	0.273212	0.273212	0.460335
393	0.273909	0.273909	0.461482
394	0.274606	0.274606	0.462629
395	0.275303	0.275303	0.463776
396	0.276	0.276	0.464923
397	0.276697	0.276697	0.46607
398	0.277394	0.277393	0.467216
399	0.278091	0.27809	0.468362
400	0.278788	0.278787	0.469508
401	0.279485	0.279484	0.470654
402	0.280182	0.280181	0.4718
403	0.280879	0.280878	0.472945
404	0.281576	0.281575	0.47409
405	0.282273	0.282272	0.475235
406	0.28297	0.282969	0.47638
407	0.283667	0.283666	0.477525
408	0.284364	0.284363	0.478669
409	0.285061	0.28506	0.479813
410	0.285758	0.285757	0.480957
411	0.286455	0.286454	0.482101
412	0.287152	0.287151	0.483244
413	0.287849	0.287848	0.484388
414	0.288546	0.288545	0.485531
415	0.289243	0.289242	0.486674
416	0.28994	0.289939	0.487817
417	0.290637	0.290636	0.488959
418	0.291333	0.291333	0.490101
419	0.29203	0.29203	0.491244
420	0.292727	0.292727	0.492385
421	0.293424	0.293424	0.493527
422	0.294121	0.294121	0.494669
423	0.294818	0.294818	0.49581
424	0.295515	0.295515	0.496951
425	0.296212	0.296212	0.498092
426	0.296909	0.296909	0.499232
427	0.297606	0.297606	0.500373
428	0.298303	0.298303	0.501513
429	0.299	0.299	0.502653
430	0.299697	0.299697	0.503793
431	0.300394	0.300394	0.504932
432	0.301091	0.30109	0.506072
433	0.301788	0.301787	0.507211
434	0.302485	0.302484	0.50835
435	0.303182	0.303181	0.509488
436	0.303879	0.303878	0.510627
437	0.304576	0.304575	0.511765
438	0.305273	0.305272	0.512903
439	0.30597	0.305969	0.514041
440	0.306667	0.306666	0.515179
441	0.307364	0.307363	0.516316
442	0.308061	0.30806	0.517453
443	0.308758	0.308757	0.51859
444	0.309455	0.309454	0.519727
445	0.310152	0.310151	0.520863
446	0.310849	0.310848	0.522
447	0.311546	0.311545	0.523136
448	0.312243	0.312242	0.524272
449	0.31294	0.312939	0.525407
450	0.313637	0.313636	0.526543
451	0.314334	0.314333	0.527678
452	0.31503	0.31503	0.528813
453	0.315727	0.315727	0.529947
454	0.316424	0.316424	0.531082
455	0.317121	0.317121	0.532216
456	0.317818	0.317818	0.53335
457	0.318515	0.318515	0.534484
458	0.319212	0.319212	0.535618
459	0.319909	0.319909	0.536751
460	0.320606	0.320606	0.537884
461	0.321303	0.321303	0.539017
462	0.322	0.322	0.54015
463	0.322697	0.322697	0.541282
464	0.323394	0.323394	0.542415
465	0.324091	0.32409	0.543547
466	0.324788	0.324787	0.544679
467	0.325485	0.325484	0.54581
468	0.326182	0.326181	0.546941
469	0.326879	0.326878	0.548073
470	0.327576	0.327575	0.549203
471	0.328273	0.328272	0.550334
472	0.32897	0.328969	0.551465
473	0.329667	0.329666	0.552595
474	0.330364	0.330363	0.553725
475	0.331061	0.33106	0.554854
476	0.331758	0.331757	0.555984
477	0.332455	0.332454	0.557113
478	0.333152	0.333151	0.558242
479	0.333849	0.333848	0.559371
480	0.334546	0.334545	0.5605
481	0.335243	0.335242	0.561628
482	0.33594	0.335939	0.562756
483	0.336637	0.336636	0.563884
484	0.337334	0.337333	0.565012
485	0.33803	0.33803	0.566139
486	0.338727	0.338727	0.567266
487	0.339424	0.339424	0.568393
488	0.340121	0.340121	0.56952
489	0.340818	0.340818	0.570646
490	0.341515	0.341515	0.571772
491	0.342212	0.342212	0.572898
492	0.342909	0.342909	0.574024
493	0.343606	0.343606	0.57515
494	0.344303	0.344303	0.576275
495	0.345	0.345	0.5774
496	0.345697	0.345697	0.578525
497	0.346394	0.346394	0.579649
498	0.347091	0.347091	0.580774
499	0.347788	0.347787	0.581898
500	0.348485	0.348484	0.583021
501	0.349182	0.349181	0.584145
502	0.349879	0.349878	0.585268
503	0.350576	0.350575	0.586392
504	0.351273	0.351272	0.587514
505	0.35197	0.351969	0.588637
506	0.352667	0.352666	0.589759
507	0.353364	0.353363	0.590881
508	0.354061	0.35406	0.592003
509	0.354758	0.354757	0.593125
510	0.355455	0.355454	0.594246
511	0.356152	0.356151	0.595368
512	0.356849	0.356848	0.596488
513	0.357546	0.357545	0.597609
514	0.358243	0.358242	0.59873
515	0.35894	0.358939	0.59985
516	0.359637	0.359636	0.60097
517	0.360334	0.360333	0.602089
518	0.361031	0.36103	0.603209
519	0.361727	0.361727	0.604328
520	0.362424	0.362424	0.605447
521	0.363121	0.363121	0.606566
522	0.363818	0.363818	0.607684
523	0.364515	0.364515	0.608802
524	0.365212	0.365212	0.60992
525	0.365909	0.365909	0.611038
526	0.366606	0.366606	0.612155
527	0.367303	0.367303	0.613273
528	0.368	0.368	0.614389
529	0.368697	0.368697	0.615506
530	0.369394	0.369394	0.616623
531	0.370091	0.370091	0.617739
532	0.370788	0.370787	0.618855
533	0.371485	0.371484	0.61997
534	0.372182	0.372181	0.621086
535	0.372879	0.372878	0.622201
536	0.373576	0.373575	0.623316
537	0.374273	0.374272	0.624431
538	0.37497	0.374969	0.625545
539	0.375667	0.375666	0.626659
540	0.376364	0.376363	0.627773
541	0.377061	0.37706	0.628887
542	0.377758	0.377757	0.63
543	0.378455	0.378454	0.631113
544	0.379152	0.379151	0.632226
545	0.379849	0.379848	0.633339
546	0.380546	0.380545	0.634451
547	0.381243	0.381242	0.635563
548	0.38194	0.381939	0.636675
549	0.382637	0.382636	0.637787
550	0.383334	0.383333	0.638898
551	0.384031	0.38403	0.640009
552	0.384727	0.384727	0.64112
553	0.385424	0.385424	0.642231
554	0.386121	0.386121	0.643341
555	0.386818	0.386818	0.644451
556	0.387515	0.387515	0.645561
557	0.388212	0.388212	0.64667
558	0.388909	0.388909	0.64778
559	0.389606	0.389606	0.648889
560	0.390303	0.390303	0.649997
561	0.391	0.391	0.651106
562	0.391697	0.391697	0.652214
563	0.392394	0.392394	0.653322
564	0.393091	0.393091	0.65443
565	0.393788	0.393788	0.655537
566	0.394485	0.394484	0.656644
567	0.395182	0.395181	0.657751
568	0.395879	0.395878	0.658858
569	0.396576	0.396575	0.659964
570	0.397273	0.397272	0.661071
571	0.39797	0.397969	0.662176
572	0.398667	0.398666	0.663282
573	0.399364	0.399363	0.664387
574	0.400061	0.40006	0.665492
575	0.400758	0.400757	0.666597
576	0.401455	0.401454	0.667702
577	0.402152	0.402151	0.668806
578	0.402849	0.402848	0.66991
579	0.403546	0.403545	0.671014
580	0.404243	0.404242	0.672117
581	0.40494	0.404939	0.67322
582	0.405637	0.405636	0.674323
583	0.406334	0.406333	0.675426
584	0.407031	0.40703	0.676528
585	0.407727	0.407727	0.67763
586	0.408424	0.408424	0.678732
587	0.409121	0.409121	0.679834
588	0.409818	0.409818	0.680935
589	0.410515	0.410515	0.682036
590	0.411212	0.411212	0.683137
591	0.411909	0.411909	0.684238
592	0.412606	0.412606	0.685338
593	0.413303	0.413303	0.686438
594	0.414	0.414	0.687537
595	0.414697	0.414697	0.688637
596	0.415394	0.415394	0.689736
597	0.416091	0.416091	0.690835
598	0.416788	0.416788	0.691933
599	0.417485	0.417484	0.693032
600	0.418182	0.418181	0.69413
601	0.418879	0.418878	0.695228
602	0.419576	0.419575	0.696325
603	0.420273	0.420272	0.697422
604	0.42097	0.420969	0.698519
605	0.421667	0.421666	0.699616
606	0.422364	0.422363	0.700712
607	0.423061	0.42306	0.701809
608	0.423758	0.423757	0.702904
609	0.424455	0.424454	0.704
610	0.425152	0.425151	0.705095
611	0.425849	0.425848	0.70619
612	0.426546	0.426545	0.707285
613	0.427243	0.427242	0.70838
614	0.42794	0.427939	0.709474
615	0.428637	0.428636	0.710568
616	0.429334	0.429333	0.711661
617	0.430031	0.43003	0.712755
618	0.430728	0.430727	0.713848
619	0.431424	0.431424	0.714941
620	0.432121	0.432121	0.716033
621	0.432818	0.432818	0.717125
622	0.433515	0.433515	0.718217
623	0.434212	0.434212	0.719309
624	0.434909	0.434909	0.7204
625	0.435606	0.435606	0.721492
626	0.436303	0.436303	0.722582
627	0.437	0.437	0.723673
628	0.437697	0.437697	0.724763
629	0.438394	0.438394	0.725853
630	0.439091	0.439091	0.726943
631	0.439788	0.439788	0.728032
632	0.440485	0.440484	0.729122
633	0.441182	0.441181	0.73021
634	0.441879	0.441878	0.731299
635	0.442576	0.442575	0.732387
636	0.443273	0.443272	0.733475
637	0.44397	0.443969	0.734563
638	0.444667	0.444666	0.735651
639	0.445364	0.445363	0.736738
640	0.446061	0.44606	0.737825
641	0.446758	0.446757	0.738911
642	0.447455	0.447454	0.739997
643	0.448152	0.448151	0.741084
644	0.448849	0.448848	0.742169
645	0.449546	0.449545	0.743255
646	0.450243	0.450242	0.74434
647	0.45094	0.450939	0.745425
648	0.451637	0.451636	0.746509
649	0.452334	0.452333	0.747594
650	0.453031	0.45303	0.748678
651	0.453728	0.453727	0.749761
652	0.454424	0.454424	0.750845
653	0.455121	0.455121	0.751928
654	0.455818	0.455818	0.753011
655	0.456515	0.456515	0.754094
656	0.457212	0.457212	0.755176
657	0.457909	0.457909	0.756258
658	0.458606	0.458606	0.75734
659	0.459303	0.459303	0.758421
660	0.46	0.46	0.759502
661	0.460697	0.460697	0.760583
662	0.461394	0.461394	0.761664
663	0.462091	0.462091	0.762744
664	0.462788	0.462788	0.763824
665	0.463485	0.463485	0.764904
666	0.464182	0.464181	0.765983
667	0.464879	0.464878	0.767062
668	0.465576	0.465575	0.768141
669	0.466273	0.466272	0.769219
670	0.46697	0.466969	0.770298
671	0.467667	0.467666	0.771376
672	0.468364	0.468363	0.772453
673	0.469061	0.46906	0.773531
674	0.469758	0.469757	0.774608
675	0.470455	0.470454	0.775684
676	0.471152	0.471151	0.776761
677	0.471849	0.471848	0.777837
678	0.472546	0.472545	0.778913
679	0.473243	0.473242	0.779988
680	0.47394	0.473939	0.781064
681	0.474637	0.474636	0.782139
682	0.475334	0.475333	0.783213
683	0.476031	0.47603	0.784288
684	0.476728	0.476727	0.785362
685	0.477425	0.477424	0.786436
686	0.478121	0.478121	0.787509
687	0.478818	0.478818	0.788583
688	0.479515	0.479515	0.789655
689	0.480212	0.480212	0.790728
690	0.480909	0.480909	0.7918
691	0.481606	0.481606	0.792872
692	0.482303	0.482303	0.793944
693	0.483	0.483	0.795016
694	0.483697	0.483697	0.796087
695	0.484394	0.484394	0.797158
696	0.485091	0.485091	0.798228
697	0.485788	0.485788	0.799298
698	0.486485	0.486485	0.800368
699	0.487182	0.487181	0.801438
700	0.487879	0.487878	0.802507
701	0.488576	0.488575	0.803576
702	0.489273	0.489272	0.804645
703	0.48997	0.489969	0.805714
704	0.490667	0.490666	0.806782
705	0.491364	0.491363	0.80785
706	0.492061	0.49206	0.808917
707	0.492758	0.492757	0.809984
708	0.493455	0.493454	0.811051
709	0.494152	0.494151	0.812118
710	0.494849	0.494848	0.813184
711	0.495546	0.495545	0.81425
712	0.496243	0.496242	0.815316
713	0.49694	0.496939	0.816382
714	0.497637	0.497636	0.817447
715	0.498334	0.498333	0.818512
716	0.499031	0.49903	0.819576
717	0.499728	0.499727	0.82064
718	0.500425	0.500424	0.821704
719	0.501121	0.501121	0.822768
720	0.501818	0.501818	0.823831
721	0.502515	0.502515	0.824894
722	0.503212	0.503212	0.825957
723	0.503909	0.503909	0.827019
724	0.504606	0.504606	0.828081
725	0.505303	0.505303	0.829143
726	0.506	0.506	0.830205
727	0.506697	0.506697	0.831266
728	0.507394	0.507394	0.832327
729	0.508091	0.508091	0.833387
730	0.508788	0.508788	0.834448
731	0.509485	0.509485	0.835508
732	0.510182	0.510182	0.836567
733	0.510879	0.510878	0.837627
734	0.511576	0.511575	0.838686
735	0.512273	0.512272	0.839744
736	0.51297	0.512969	0.840803
737	0.513667	0.513666	0.841861
738	0.514364	0.514363	0.842919
739	0.515061	0.51506	0.843976
740	0.515758	0.515757	0.845034
741	0.516455	0.516454	0.84609
742	0.517152	0.517151	0.847147
743	0.517849	0.517848	0.848203
744	0.518546	0.518545	0.849259
745	0.519243	0.519242	0.850315
746	0.51994	0.519939	0.85137
747	0.520637	0.520636	0.852425
748	0.521334	0.521333	0.85348
749	0.522031	0.52203	0.854534
750	0.522728	0.522727	0.855589
751	0.523425	0.523424	0.856642
752	0.524122	0.524121	0.857696
753	0.524818	0.524818	0.858749
754	0.525515	0.525515	0.859802
755	0.526212	0.526212	0.860854
756	0.526909	0.526909	0.861907
757	0.527606	0.527606	0.862959
758	0.528303	0.528303	0.86401
759	0.529	0.529	0.865062
760	0.529697	0.529697	0.866113
761	0.530394	0.530394	0.867163
762	0.531091	0.531091	0.868214
763	0.531788	0.531788	0.869264
764	0.532485	0.532485	0.870313
765	0.533182	0.533182	0.871363
766	0.533879	0.533878	0.872412
767	0.534576	0.534575	0.873461
768	0.535273	0.535272	0.874509
769	0.53597	0.535969	0.875558
770	0.536667	0.536666	0.876605
771	0.537364	0.537363	0.877653
772	0.538061	0.53806	0.8787
773	0.538758	0.538757	0.879747
774	0.539455	0.539454	0.880794
775	0.540152	0.540151	0.88184
776	0.540849	0.540848	0.882886
777	0.541546	0.541545	0.883932
778	0.542243	0.542242	0.884977
779	0.54294	0.542939	0.886022
780	0.543637	0.543636	0.887067
781	0.544334	0.544333	0.888111
782	0.545031	0.54503	0.889155
783	0.545728	0.545727	0.890199
784	0.546425	0.546424	0.891243
785	0.547122	0.547121	0.892286
786	0.547818	0.547818	0.893329
787	0.548515	0.548515	0.894371
788	0.549212	0.549212	0.895413
789	0.549909	0.549909	0.896455
790	0.550606	0.550606	0.897497
791	0.551303	0.551303	0.898538
792	0.552	0.552	0.899579
793	0.552697	0.552697	0.90062
794	0.553394	0.553394	0.90166
795	0.554091	0.554091	0.9027
796	0.554788	0.554788	0.90374
797	0.555485	0.555485	0.904779
798	0.556182	0.556182	0.905818
799	0.556879	0.556879	0.906857
800	0.557576	0.557575	0.907895
801	0.558273	0.558272	0.908933
