t, c	M(t), рад	E(t), рад	Teta(t), с	
2018	1.40649	1.87239	2.32623
2019	1.40718	1.873	2.32669
2020	1.40788	1.87361	2.32716
2021	1.40858	1.87422	2.32762
2022	1.40927	1.87483	2.32808
2023	1.40997	1.87543	2.32855
2024	1.41067	1.87604	2.32901
2025	1.41136	1.87665	2.32947
2026	1.41206	1.87726	2.32994
2027	1.41276	1.87786	2.3304
2028	1.41346	1.87847	2.33086
2029	1.41415	1.87908	2.33132
2030	1.41485	1.87969	2.33178
2031	1.41555	1.88029	2.33224
2032	1.41624	1.8809	2.33271
2033	1.41694	1.88151	2.33317
2034	1.41764	1.88211	2.33363
2035	1.41833	1.88272	2.33409
2036	1.41903	1.88333	2.33455
2037	1.41973	1.88393	2.33501
2038	1.42043	1.88454	2.33547
2039	1.42112	1.88514	2.33593
2040	1.42182	1.88575	2.33639
2041	1.42252	1.88635	2.33684
2042	1.42321	1.88696	2.3373
2043	1.42391	1.88756	2.33776
2044	1.42461	1.88817	2.33822
2045	1.4253	1.88877	2.33868
2046	1.426	1.88938	2.33914
2047	1.4267	1.88998	2.33959
2048	1.42739	1.89059	2.34005
2049	1.42809	1.89119	2.34051
2050	1.42879	1.8918	2.34097
2051	1.42949	1.8924	2.34142
2052	1.43018	1.893	2.34188
2053	1.43088	1.89361	2.34233
2054	1.43158	1.89421	2.34279
2055	1.43227	1.89481	2.34325
2056	1.43297	1.89542	2.3437
2057	1.43367	1.89602	2.34416
2058	1.43436	1.89662	2.34461
2059	1.43506	1.89723	2.34507
2060	1.43576	1.89783	2.34552
2061	1.43646	1.89843	2.34598
2062	1.43715	1.89903	2.34643
2063	1.43785	1.89963	2.34689
2064	1.43855	1.90024	2.34734
2065	1.43924	1.90084	2.34779
2066	1.43994	1.90144	2.34825
2067	1.44064	1.90204	2.3487
2068	1.44133	1.90264	2.34915
2069	1.44203	1.90324	2.34961
2070	1.44273	1.90385	2.35006
2071	1.44343	1.90445	2.35051
2072	1.44412	1.90505	2.35096
2073	1.44482	1.90565	2.35142
2074	1.44552	1.90625	2.35187
2075	1.44621	1.90685	2.35232
2076	1.44691	1.90745	2.35277
2077	1.44761	1.90805	2.35322
2078	1.4483	1.90865	2.35367
2079	1.449	1.90925	2.35412
2080	1.4497	1.90985	2.35457
2081	1.45039	1.91045	2.35502
2082	1.45109	1.91105	2.35547
2083	1.45179	1.91165	2.35592
2084	1.45249	1.91225	2.35637
2085	1.45318	1.91285	2.35682
2086	1.45388	1.91344	2.35727
2087	1.45458	1.91404	2.35772
2088	1.45527	1.91464	2.35817
2089	1.45597	1.91524	2.35862
2090	1.45667	1.91584	2.35907
2091	1.45736	1.91644	2.35951
2092	1.45806	1.91704	2.35996
2093	1.45876	1.91763	2.36041
2094	1.45946	1.91823	2.36086
2095	1.46015	1.91883	2.3613
2096	1.46085	1.91943	2.36175
2097	1.46155	1.92002	2.3622
2098	1.46224	1.92062	2.36264
2099	1.46294	1.92122	2.36309
2100	1.46364	1.92181	2.36354
2101	1.46433	1.92241	2.36398
2102	1.46503	1.92301	2.36443
2103	1.46573	1.9236	2.36487
2104	1.46643	1.9242	2.36532
2105	1.46712	1.9248	2.36577
2106	1.46782	1.92539	2.36621
2107	1.46852	1.92599	2.36666
2108	1.46921	1.92658	2.3671
2109	1.46991	1.92718	2.36754
2110	1.47061	1.92778	2.36799
2111	1.4713	1.92837	2.36843
2112	1.472	1.92897	2.36888
2113	1.4727	1.92956	2.36932
2114	1.47339	1.93016	2.36976
2115	1.47409	1.93075	2.37021
2116	1.47479	1.93135	2.37065
2117	1.47549	1.93194	2.37109
2118	1.47618	1.93253	2.37153
2119	1.47688	1.93313	2.37198
2120	1.47758	1.93372	2.37242
2121	1.47827	1.93432	2.37286
2122	1.47897	1.93491	2.3733
2123	1.47967	1.93551	2.37374
2124	1.48036	1.9361	2.37418
2125	1.48106	1.93669	2.37463
2126	1.48176	1.93729	2.37507
2127	1.48246	1.93788	2.37551
2128	1.48315	1.93847	2.37595
2129	1.48385	1.93906	2.37639
2130	1.48455	1.93966	2.37683
2131	1.48524	1.94025	2.37727
2132	1.48594	1.94084	2.37771
2133	1.48664	1.94143	2.37815
2134	1.48733	1.94203	2.37859
2135	1.48803	1.94262	2.37903
2136	1.48873	1.94321	2.37946
2137	1.48943	1.9438	2.3799
2138	1.49012	1.94439	2.38034
2139	1.49082	1.94499	2.38078
2140	1.49152	1.94558	2.38122
2141	1.49221	1.94617	2.38166
2142	1.49291	1.94676	2.38209
2143	1.49361	1.94735	2.38253
2144	1.4943	1.94794	2.38297
2145	1.495	1.94853	2.3834
2146	1.4957	1.94912	2.38384
2147	1.49639	1.94971	2.38428
2148	1.49709	1.9503	2.38471
2149	1.49779	1.95089	2.38515
2150	1.49849	1.95148	2.38559
2151	1.49918	1.95207	2.38602
2152	1.49988	1.95266	2.38646
2153	1.50058	1.95325	2.38689
2154	1.50127	1.95384	2.38733
2155	1.50197	1.95443	2.38776
2156	1.50267	1.95502	2.3882
2157	1.50336	1.95561	2.38863
2158	1.50406	1.9562	2.38907
2159	1.50476	1.95679	2.3895
2160	1.50546	1.95738	2.38994
2161	1.50615	1.95797	2.39037
2162	1.50685	1.95855	2.3908
2163	1.50755	1.95914	2.39124
2164	1.50824	1.95973	2.39167
2165	1.50894	1.96032	2.3921
2166	1.50964	1.96091	2.39254
2167	1.51033	1.9615	2.39297
2168	1.51103	1.96208	2.3934
2169	1.51173	1.96267	2.39384
2170	1.51243	1.96326	2.39427
2171	1.51312	1.96385	2.3947
2172	1.51382	1.96443	2.39513
2173	1.51452	1.96502	2.39556
2174	1.51521	1.96561	2.39599
2175	1.51591	1.96619	2.39643
2176	1.51661	1.96678	2.39686
2177	1.5173	1.96737	2.39729
2178	1.518	1.96795	2.39772
2179	1.5187	1.96854	2.39815
2180	1.51939	1.96912	2.39858
2181	1.52009	1.96971	2.39901
2182	1.52079	1.9703	2.39944
2183	1.52149	1.97088	2.39987
2184	1.52218	1.97147	2.4003
2185	1.52288	1.97205	2.40073
2186	1.52358	1.97264	2.40116
2187	1.52427	1.97322	2.40158
2188	1.52497	1.97381	2.40201
2189	1.52567	1.97439	2.40244
2190	1.52636	1.97498	2.40287
2191	1.52706	1.97556	2.4033
2192	1.52776	1.97615	2.40373
2193	1.52846	1.97673	2.40415
2194	1.52915	1.97732	2.40458
2195	1.52985	1.9779	2.40501
2196	1.53055	1.97849	2.40544
2197	1.53124	1.97907	2.40586
2198	1.53194	1.97965	2.40629
2199	1.53264	1.98024	2.40672
2200	1.53333	1.98082	2.40714
2201	1.53403	1.9814	2.40757
2202	1.53473	1.98199	2.408
2203	1.53543	1.98257	2.40842
2204	1.53612	1.98315	2.40885
2205	1.53682	1.98374	2.40927
2206	1.53752	1.98432	2.4097
2207	1.53821	1.9849	2.41012
2208	1.53891	1.98548	2.41055
2209	1.53961	1.98607	2.41097
2210	1.5403	1.98665	2.4114
2211	1.541	1.98723	2.41182
2212	1.5417	1.98781	2.41225
2213	1.54239	1.98839	2.41267
2214	1.54309	1.98898	2.41309
2215	1.54379	1.98956	2.41352
2216	1.54449	1.99014	2.41394
2217	1.54518	1.99072	2.41437
2218	1.54588	1.9913	2.41479
2219	1.54658	1.99188	2.41521
2220	1.54727	1.99246	2.41563
2221	1.54797	1.99305	2.41606
2222	1.54867	1.99363	2.41648
2223	1.54936	1.99421	2.4169
2224	1.55006	1.99479	2.41732
2225	1.55076	1.99537	2.41775
2226	1.55146	1.99595	2.41817
2227	1.55215	1.99653	2.41859
2228	1.55285	1.99711	2.41901
2229	1.55355	1.99769	2.41943
2230	1.55424	1.99827	2.41985
2231	1.55494	1.99885	2.42027
2232	1.55564	1.99943	2.42069
2233	1.55633	2.00001	2.42111
2234	1.55703	2.00059	2.42153
2235	1.55773	2.00116	2.42195
2236	1.55843	2.00174	2.42237
2237	1.55912	2.00232	2.42279
2238	1.55982	2.0029	2.42321
2239	1.56052	2.00348	2.42363
2240	1.56121	2.00406	2.42405
2241	1.56191	2.00464	2.42447
2242	1.56261	2.00522	2.42489
2243	1.5633	2.00579	2.42531
2244	1.564	2.00637	2.42573
2245	1.5647	2.00695	2.42615
2246	1.56539	2.00753	2.42656
2247	1.56609	2.0081	2.42698
2248	1.56679	2.00868	2.4274
2249	1.56749	2.00926	2.42782
2250	1.56818	2.00984	2.42823
2251	1.56888	2.01041	2.42865
2252	1.56958	2.01099	2.42907
2253	1.57027	2.01157	2.42949
2254	1.57097	2.01215	2.4299
2255	1.57167	2.01272	2.43032
2256	1.57236	2.0133	2.43073
2257	1.57306	2.01387	2.43115
2258	1.57376	2.01445	2.43157
2259	1.57446	2.01503	2.43198
2260	1.57515	2.0156	2.4324
2261	1.57585	2.01618	2.43281
2262	1.57655	2.01676	2.43323
2263	1.57724	2.01733	2.43364
2264	1.57794	2.01791	2.43406
2265	1.57864	2.01848	2.43447
2266	1.57933	2.01906	2.43489
2267	1.58003	2.01963	2.4353
2268	1.58073	2.02021	2.43572
2269	1.58143	2.02078	2.43613
2270	1.58212	2.02136	2.43655
2271	1.58282	2.02193	2.43696
2272	1.58352	2.02251	2.43737
2273	1.58421	2.02308	2.43779
2274	1.58491	2.02366	2.4382
2275	1.58561	2.02423	2.43861
2276	1.5863	2.0248	2.43902
2277	1.587	2.02538	2.43944
2278	1.5877	2.02595	2.43985
2279	1.58839	2.02653	2.44026
2280	1.58909	2.0271	2.44067
2281	1.58979	2.02767	2.44109
2282	1.59049	2.02825	2.4415
2283	1.59118	2.02882	2.44191
2284	1.59188	2.02939	2.44232
2285	1.59258	2.02997	2.44273
2286	1.59327	2.03054	2.44314
2287	1.59397	2.03111	2.44356
2288	1.59467	2.03169	2.44397
2289	1.59536	2.03226	2.44438
2290	1.59606	2.03283	2.44479
2291	1.59676	2.0334	2.4452
2292	1.59746	2.03398	2.44561
2293	1.59815	2.03455	2.44602
2294	1.59885	2.03512	2.44643
2295	1.59955	2.03569	2.44684
2296	1.60024	2.03626	2.44725
2297	1.60094	2.03683	2.44766
2298	1.60164	2.03741	2.44807
2299	1.60233	2.03798	2.44847
2300	1.60303	2.03855	2.44888
2301	1.60373	2.03912	2.44929
2302	1.60443	2.03969	2.4497
2303	1.60512	2.04026	2.45011
2304	1.60582	2.04083	2.45052
2305	1.60652	2.0414	2.45092
2306	1.60721	2.04197	2.45133
2307	1.60791	2.04255	2.45174
2308	1.60861	2.04312	2.45215
2309	1.6093	2.04369	2.45256
2310	1.61	2.04426	2.45296
2311	1.6107	2.04483	2.45337
2312	1.61139	2.0454	2.45378
2313	1.61209	2.04597	2.45418
2314	1.61279	2.04654	2.45459
2315	1.61349	2.04711	2.455
2316	1.61418	2.04768	2.4554
2317	1.61488	2.04824	2.45581
2318	1.61558	2.04881	2.45621
2319	1.61627	2.04938	2.45662
2320	1.61697	2.04995	2.45702
2321	1.61767	2.05052	2.45743
2322	1.61836	2.05109	2.45784
2323	1.61906	2.05166	2.45824
2324	1.61976	2.05223	2.45865
2325	1.62046	2.0528	2.45905
2326	1.62115	2.05336	2.45945
2327	1.62185	2.05393	2.45986
2328	1.62255	2.0545	2.46026
2329	1.62324	2.05507	2.46067
2330	1.62394	2.05564	2.46107
2331	1.62464	2.0562	2.46148
2332	1.62533	2.05677	2.46188
2333	1.62603	2.05734	2.46228
2334	1.62673	2.05791	2.46269
2335	1.62743	2.05847	2.46309
2336	1.62812	2.05904	2.46349
2337	1.62882	2.05961	2.46389
2338	1.62952	2.06017	2.4643
2339	1.63021	2.06074	2.4647
2340	1.63091	2.06131	2.4651
2341	1.63161	2.06188	2.4655
2342	1.6323	2.06244	2.46591
2343	1.633	2.06301	2.46631
2344	1.6337	2.06357	2.46671
2345	1.63439	2.06414	2.46711
2346	1.63509	2.06471	2.46751
2347	1.63579	2.06527	2.46791
2348	1.63649	2.06584	2.46831
2349	1.63718	2.0664	2.46872
2350	1.63788	2.06697	2.46912
2351	1.63858	2.06754	2.46952
2352	1.63927	2.0681	2.46992
2353	1.63997	2.06867	2.47032
2354	1.64067	2.06923	2.47072
2355	1.64136	2.0698	2.47112
2356	1.64206	2.07036	2.47152
2357	1.64276	2.07093	2.47192
2358	1.64346	2.07149	2.47232
2359	1.64415	2.07206	2.47272
2360	1.64485	2.07262	2.47311
2361	1.64555	2.07318	2.47351
2362	1.64624	2.07375	2.47391
2363	1.64694	2.07431	2.47431
2364	1.64764	2.07488	2.47471
2365	1.64833	2.07544	2.47511
2366	1.64903	2.07601	2.47551
2367	1.64973	2.07657	2.4759
2368	1.65043	2.07713	2.4763
2369	1.65112	2.0777	2.4767
2370	1.65182	2.07826	2.4771
2371	1.65252	2.07882	2.47749
2372	1.65321	2.07939	2.47789
2373	1.65391	2.07995	2.47829
2374	1.65461	2.08051	2.47869
2375	1.6553	2.08108	2.47908
2376	1.656	2.08164	2.47948
2377	1.6567	2.0822	2.47988
2378	1.65739	2.08276	2.48027
2379	1.65809	2.08333	2.48067
2380	1.65879	2.08389	2.48106
2381	1.65949	2.08445	2.48146
2382	1.66018	2.08501	2.48186
2383	1.66088	2.08557	2.48225
2384	1.66158	2.08614	2.48265
2385	1.66227	2.0867	2.48304
2386	1.66297	2.08726	2.48344
2387	1.66367	2.08782	2.48383
2388	1.66436	2.08838	2.48423
2389	1.66506	2.08894	2.48462
2390	1.66576	2.08951	2.48502
2391	1.66646	2.09007	2.48541
2392	1.66715	2.09063	2.48581
2393	1.66785	2.09119	2.4862
2394	1.66855	2.09175	2.48659
2395	1.66924	2.09231	2.48699
2396	1.66994	2.09287	2.48738
2397	1.67064	2.09343	2.48777
2398	1.67133	2.09399	2.48817
2399	1.67203	2.09455	2.48856
2400	1.67273	2.09511	2.48895
2401	1.67343	2.09567	2.48935
2402	1.67412	2.09623	2.48974
2403	1.67482	2.09679	2.49013
2404	1.67552	2.09735	2.49052
2405	1.67621	2.09791	2.49092
2406	1.67691	2.09847	2.49131
2407	1.67761	2.09903	2.4917
2408	1.6783	2.09959	2.49209
2409	1.679	2.10015	2.49248
2410	1.6797	2.10071	2.49288
2411	1.68039	2.10127	2.49327
2412	1.68109	2.10183	2.49366
2413	1.68179	2.10239	2.49405
2414	1.68249	2.10294	2.49444
2415	1.68318	2.1035	2.49483
2416	1.68388	2.10406	2.49522
2417	1.68458	2.10462	2.49561
2418	1.68527	2.10518	2.496
2419	1.68597	2.10574	2.49639
2420	1.68667	2.10629	2.49678
2421	1.68736	2.10685	2.49717
2422	1.68806	2.10741	2.49756
2423	1.68876	2.10797	2.49795
2424	1.68946	2.10853	2.49834
2425	1.69015	2.10908	2.49873
2426	1.69085	2.10964	2.49912
2427	1.69155	2.1102	2.49951
2428	1.69224	2.11076	2.4999
2429	1.69294	2.11131	2.50029
2430	1.69364	2.11187	2.50068
2431	1.69433	2.11243	2.50106
2432	1.69503	2.11298	2.50145
2433	1.69573	2.11354	2.50184
2434	1.69643	2.1141	2.50223
2435	1.69712	2.11465	2.50262
2436	1.69782	2.11521	2.503
2437	1.69852	2.11577	2.50339
2438	1.69921	2.11632	2.50378
2439	1.69991	2.11688	2.50417
2440	1.70061	2.11743	2.50455
2441	1.7013	2.11799	2.50494
2442	1.702	2.11855	2.50533
2443	1.7027	2.1191	2.50571
2444	1.70339	2.11966	2.5061
2445	1.70409	2.12021	2.50649
2446	1.70479	2.12077	2.50687
2447	1.70549	2.12132	2.50726
2448	1.70618	2.12188	2.50765
2449	1.70688	2.12243	2.50803
2450	1.70758	2.12299	2.50842
2451	1.70827	2.12354	2.5088
2452	1.70897	2.1241	2.50919
2453	1.70967	2.12465	2.50957
2454	1.71036	2.12521	2.50996
2455	1.71106	2.12576	2.51034
2456	1.71176	2.12632	2.51073
2457	1.71246	2.12687	2.51111
2458	1.71315	2.12743	2.5115
2459	1.71385	2.12798	2.51188
2460	1.71455	2.12853	2.51227
2461	1.71524	2.12909	2.51265
2462	1.71594	2.12964	2.51304
2463	1.71664	2.13019	2.51342
2464	1.71733	2.13075	2.5138
2465	1.71803	2.1313	2.51419
2466	1.71873	2.13185	2.51457
2467	1.71943	2.13241	2.51495
2468	1.72012	2.13296	2.51534
2469	1.72082	2.13351	2.51572
2470	1.72152	2.13407	2.5161
2471	1.72221	2.13462	2.51649
2472	1.72291	2.13517	2.51687
2473	1.72361	2.13573	2.51725
2474	1.7243	2.13628	2.51763
2475	1.725	2.13683	2.51802
2476	1.7257	2.13738	2.5184
2477	1.72639	2.13794	2.51878
2478	1.72709	2.13849	2.51916
2479	1.72779	2.13904	2.51954
2480	1.72849	2.13959	2.51993
2481	1.72918	2.14014	2.52031
2482	1.72988	2.1407	2.52069
2483	1.73058	2.14125	2.52107
2484	1.73127	2.1418	2.52145
2485	1.73197	2.14235	2.52183
2486	1.73267	2.1429	2.52221
2487	1.73336	2.14345	2.52259
2488	1.73406	2.144	2.52297
2489	1.73476	2.14455	2.52335
2490	1.73546	2.14511	2.52373
2491	1.73615	2.14566	2.52411
2492	1.73685	2.14621	2.52449
2493	1.73755	2.14676	2.52487
2494	1.73824	2.14731	2.52525
2495	1.73894	2.14786	2.52563
2496	1.73964	2.14841	2.52601
2497	1.74033	2.14896	2.52639
2498	1.74103	2.14951	2.52677
2499	1.74173	2.15006	2.52715
2500	1.74243	2.15061	2.52753
2501	1.74312	2.15116	2.52791
2502	1.74382	2.15171	2.52829
2503	1.74452	2.15226	2.52866
2504	1.74521	2.15281	2.52904
2505	1.74591	2.15336	2.52942
2506	1.74661	2.15391	2.5298
2507	1.7473	2.15446	2.53018
2508	1.748	2.15501	2.53055
2509	1.7487	2.15556	2.53093
2510	1.74939	2.1561	2.53131
2511	1.75009	2.15665	2.53169
2512	1.75079	2.1572	2.53206
2513	1.75149	2.15775	2.53244
2514	1.75218	2.1583	2.53282
2515	1.75288	2.15885	2.5332
2516	1.75358	2.1594	2.53357
2517	1.75427	2.15995	2.53395
2518	1.75497	2.16049	2.53432
2519	1.75567	2.16104	2.5347
2520	1.75636	2.16159	2.53508
2521	1.75706	2.16214	2.53545
2522	1.75776	2.16269	2.53583
2523	1.75846	2.16323	2.53621
2524	1.75915	2.16378	2.53658
2525	1.75985	2.16433	2.53696
2526	1.76055	2.16488	2.53733
2527	1.76124	2.16542	2.53771
2528	1.76194	2.16597	2.53808
2529	1.76264	2.16652	2.53846
2530	1.76333	2.16707	2.53883
2531	1.76403	2.16761	2.53921
2532	1.76473	2.16816	2.53958
2533	1.76543	2.16871	2.53996
2534	1.76612	2.16925	2.54033
2535	1.76682	2.1698	2.5407
2536	1.76752	2.17035	2.54108
2537	1.76821	2.17089	2.54145
2538	1.76891	2.17144	2.54183
2539	1.76961	2.17199	2.5422
2540	1.7703	2.17253	2.54257
2541	1.771	2.17308	2.54295
2542	1.7717	2.17362	2.54332
2543	1.77239	2.17417	2.54369
2544	1.77309	2.17472	2.54407
2545	1.77379	2.17526	2.54444
2546	1.77449	2.17581	2.54481
2547	1.77518	2.17635	2.54519
2548	1.77588	2.1769	2.54556
2549	1.77658	2.17744	2.54593
2550	1.77727	2.17799	2.5463
2551	1.77797	2.17853	2.54667
2552	1.77867	2.17908	2.54705
2553	1.77936	2.17962	2.54742
2554	1.78006	2.18017	2.54779
2555	1.78076	2.18071	2.54816
2556	1.78146	2.18126	2.54853
2557	1.78215	2.1818	2.54891
2558	1.78285	2.18235	2.54928
2559	1.78355	2.18289	2.54965
2560	1.78424	2.18344	2.55002
2561	1.78494	2.18398	2.55039
2562	1.78564	2.18452	2.55076
2563	1.78633	2.18507	2.55113
2564	1.78703	2.18561	2.5515
2565	1.78773	2.18616	2.55187
2566	1.78843	2.1867	2.55224
2567	1.78912	2.18724	2.55261
2568	1.78982	2.18779	2.55298
2569	1.79052	2.18833	2.55335
2570	1.79121	2.18887	2.55372
2571	1.79191	2.18942	2.55409
2572	1.79261	2.18996	2.55446
2573	1.7933	2.1905	2.55483
2574	1.794	2.19105	2.5552
2575	1.7947	2.19159	2.55557
2576	1.79539	2.19213	2.55594
2577	1.79609	2.19267	2.55631
2578	1.79679	2.19322	2.55668
2579	1.79749	2.19376	2.55705
2580	1.79818	2.1943	2.55741
2581	1.79888	2.19484	2.55778
2582	1.79958	2.19539	2.55815
2583	1.80027	2.19593	2.55852
2584	1.80097	2.19647	2.55889
2585	1.80167	2.19701	2.55925
2586	1.80236	2.19755	2.55962
2587	1.80306	2.1981	2.55999
2588	1.80376	2.19864	2.56036
2589	1.80446	2.19918	2.56073
2590	1.80515	2.19972	2.56109
2591	1.80585	2.20026	2.56146
2592	1.80655	2.2008	2.56183
2593	1.80724	2.20135	2.56219
2594	1.80794	2.20189	2.56256
2595	1.80864	2.20243	2.56293
2596	1.80933	2.20297	2.56329
2597	1.81003	2.20351	2.56366
2598	1.81073	2.20405	2.56403
2599	1.81143	2.20459	2.56439
2600	1.81212	2.20513	2.56476
2601	1.81282	2.20567	2.56513
2602	1.81352	2.20621	2.56549
2603	1.81421	2.20675	2.56586
2604	1.81491	2.20729	2.56622
2605	1.81561	2.20783	2.56659
2606	1.8163	2.20837	2.56695
2607	1.817	2.20891	2.56732
2608	1.8177	2.20945	2.56768
2609	1.81839	2.20999	2.56805
2610	1.81909	2.21053	2.56841
2611	1.81979	2.21107	2.56878
2612	1.82049	2.21161	2.56914
2613	1.82118	2.21215	2.56951
2614	1.82188	2.21269	2.56987
2615	1.82258	2.21323	2.57024
2616	1.82327	2.21377	2.5706
2617	1.82397	2.21431	2.57096
2618	1.82467	2.21485	2.57133
2619	1.82536	2.21539	2.57169
2620	1.82606	2.21593	2.57206
2621	1.82676	2.21647	2.57242
2622	1.82746	2.21701	2.57278
2623	1.82815	2.21754	2.57315
2624	1.82885	2.21808	2.57351
2625	1.82955	2.21862	2.57387
2626	1.83024	2.21916	2.57424
2627	1.83094	2.2197	2.5746
2628	1.83164	2.22024	2.57496
2629	1.83233	2.22077	2.57532
2630	1.83303	2.22131	2.57569
2631	1.83373	2.22185	2.57605
2632	1.83443	2.22239	2.57641
2633	1.83512	2.22293	2.57677
2634	1.83582	2.22346	2.57714
2635	1.83652	2.224	2.5775
2636	1.83721	2.22454	2.57786
2637	1.83791	2.22508	2.57822
2638	1.83861	2.22561	2.57858
2639	1.8393	2.22615	2.57894
2640	1.84	2.22669	2.57931
2641	1.8407	2.22722	2.57967
2642	1.84139	2.22776	2.58003
2643	1.84209	2.2283	2.58039
2644	1.84279	2.22884	2.58075
2645	1.84349	2.22937	2.58111
2646	1.84418	2.22991	2.58147
2647	1.84488	2.23045	2.58183
2648	1.84558	2.23098	2.58219
2649	1.84627	2.23152	2.58255
2650	1.84697	2.23205	2.58291
2651	1.84767	2.23259	2.58327
2652	1.84836	2.23313	2.58363
2653	1.84906	2.23366	2.58399
2654	1.84976	2.2342	2.58435
2655	1.85046	2.23473	2.58471
2656	1.85115	2.23527	2.58507
2657	1.85185	2.23581	2.58543
2658	1.85255	2.23634	2.58579
2659	1.85324	2.23688	2.58615
2660	1.85394	2.23741	2.58651
2661	1.85464	2.23795	2.58687
2662	1.85533	2.23848	2.58723
2663	1.85603	2.23902	2.58759
2664	1.85673	2.23955	2.58795
2665	1.85743	2.24009	2.5883
2666	1.85812	2.24062	2.58866
2667	1.85882	2.24116	2.58902
2668	1.85952	2.24169	2.58938
2669	1.86021	2.24223	2.58974
2670	1.86091	2.24276	2.59009
2671	1.86161	2.2433	2.59045
2672	1.8623	2.24383	2.59081
2673	1.863	2.24437	2.59117
2674	1.8637	2.2449	2.59153
2675	1.86439	2.24544	2.59188
2676	1.86509	2.24597	2.59224
2677	1.86579	2.2465	2.5926
2678	1.86649	2.24704	2.59295
2679	1.86718	2.24757	2.59331
2680	1.86788	2.2481	2.59367
2681	1.86858	2.24864	2.59403
2682	1.86927	2.24917	2.59438
2683	1.86997	2.24971	2.59474
2684	1.87067	2.25024	2.59509
2685	1.87136	2.25077	2.59545
2686	1.87206	2.25131	2.59581
2687	1.87276	2.25184	2.59616
2688	1.87346	2.25237	2.59652
2689	1.87415	2.25291	2.59688
2690	1.87485	2.25344	2.59723
2691	1.87555	2.25397	2.59759
2692	1.87624	2.2545	2.59794
2693	1.87694	2.25504	2.5983
2694	1.87764	2.25557	2.59865
2695	1.87833	2.2561	2.59901
2696	1.87903	2.25663	2.59936
2697	1.87973	2.25717	2.59972
2698	1.88043	2.2577	2.60007
2699	1.88112	2.25823	2.60043
2700	1.88182	2.25876	2.60078
2701	1.88252	2.2593	2.60114
2702	1.88321	2.25983	2.60149
2703	1.88391	2.26036	2.60185
2704	1.88461	2.26089	2.6022
2705	1.8853	2.26142	2.60255
2706	1.886	2.26195	2.60291
2707	1.8867	2.26249	2.60326
2708	1.88739	2.26302	2.60362
2709	1.88809	2.26355	2.60397
2710	1.88879	2.26408	2.60432
2711	1.88949	2.26461	2.60468
2712	1.89018	2.26514	2.60503
2713	1.89088	2.26567	2.60538
2714	1.89158	2.26621	2.60574
2715	1.89227	2.26674	2.60609
2716	1.89297	2.26727	2.60644
2717	1.89367	2.2678	2.6068
2718	1.89436	2.26833	2.60715
2719	1.89506	2.26886	2.6075
2720	1.89576	2.26939	2.60785
2721	1.89646	2.26992	2.60821
2722	1.89715	2.27045	2.60856
2723	1.89785	2.27098	2.60891
2724	1.89855	2.27151	2.60926
2725	1.89924	2.27204	2.60961
2726	1.89994	2.27257	2.60997
2727	1.90064	2.2731	2.61032
2728	1.90133	2.27363	2.61067
2729	1.90203	2.27416	2.61102
2730	1.90273	2.27469	2.61137
2731	1.90343	2.27522	2.61172
2732	1.90412	2.27575	2.61208
2733	1.90482	2.27628	2.61243
2734	1.90552	2.27681	2.61278
2735	1.90621	2.27734	2.61313
2736	1.90691	2.27787	2.61348
2737	1.90761	2.2784	2.61383
2738	1.9083	2.27893	2.61418
2739	1.909	2.27945	2.61453
2740	1.9097	2.27998	2.61488
2741	1.9104	2.28051	2.61523
2742	1.91109	2.28104	2.61558
2743	1.91179	2.28157	2.61593
2744	1.91249	2.2821	2.61628
2745	1.91318	2.28263	2.61663
2746	1.91388	2.28316	2.61698
2747	1.91458	2.28368	2.61733
2748	1.91527	2.28421	2.61768
2749	1.91597	2.28474	2.61803
2750	1.91667	2.28527	2.61838
2751	1.91736	2.2858	2.61873
2752	1.91806	2.28633	2.61908
2753	1.91876	2.28685	2.61943
2754	1.91946	2.28738	2.61978
2755	1.92015	2.28791	2.62012
2756	1.92085	2.28844	2.62047
2757	1.92155	2.28896	2.62082
2758	1.92224	2.28949	2.62117
2759	1.92294	2.29002	2.62152
2760	1.92364	2.29055	2.62187
2761	1.92433	2.29107	2.62222
2762	1.92503	2.2916	2.62256
2763	1.92573	2.29213	2.62291
2764	1.92643	2.29266	2.62326
2765	1.92712	2.29318	2.62361
2766	1.92782	2.29371	2.62396
2767	1.92852	2.29424	2.6243
2768	1.92921	2.29476	2.62465
2769	1.92991	2.29529	2.625
2770	1.93061	2.29582	2.62535
2771	1.9313	2.29634	2.62569
2772	1.932	2.29687	2.62604
2773	1.9327	2.2974	2.62639
2774	1.9334	2.29792	2.62673
2775	1.93409	2.29845	2.62708
2776	1.93479	2.29897	2.62743
2777	1.93549	2.2995	2.62777
2778	1.93618	2.30003	2.62812
2779	1.93688	2.30055	2.62847
2780	1.93758	2.30108	2.62881
2781	1.93827	2.3016	2.62916
2782	1.93897	2.30213	2.62951
2783	1.93967	2.30266	2.62985
2784	1.94036	2.30318	2.6302
2785	1.94106	2.30371	2.63054
2786	1.94176	2.30423	2.63089
2787	1.94246	2.30476	2.63123
2788	1.94315	2.30528	2.63158
2789	1.94385	2.30581	2.63193
2790	1.94455	2.30633	2.63227
2791	1.94524	2.30686	2.63262
2792	1.94594	2.30738	2.63296
2793	1.94664	2.30791	2.63331
2794	1.94733	2.30843	2.63365
2795	1.94803	2.30896	2.634
