t, c	M(t), рад	E(t), рад	Teta(t), с	
63	0.0439091	0.0856476	0.145827
64	0.0446061	0.0870039	0.14813
65	0.0453031	0.08836	0.150434
66	0.046	0.089716	0.152736
67	0.046697	0.0910718	0.155038
68	0.047394	0.0924274	0.15734
69	0.0480909	0.0937829	0.159641
70	0.0487879	0.0951382	0.161942
71	0.0494849	0.0964933	0.164242
72	0.0501818	0.0978483	0.166541
73	0.0508788	0.0992036	0.168841
74	0.0515758	0.100558	0.171139
75	0.0522728	0.101913	0.173436
76	0.0529697	0.103267	0.175734
77	0.0536667	0.104621	0.17803
78	0.0543637	0.105975	0.180326
79	0.0550606	0.107329	0.182621
80	0.0557576	0.108682	0.184916
81	0.0564546	0.110036	0.187209
82	0.0571515	0.111389	0.189503
83	0.0578485	0.112742	0.191795
84	0.0585455	0.114095	0.194087
85	0.0592425	0.115447	0.196379
86	0.0599394	0.1168	0.198669
87	0.0606364	0.118152	0.200959
88	0.0613334	0.119504	0.203248
89	0.0620303	0.120856	0.205537
90	0.0627273	0.122207	0.207825
91	0.0634243	0.123559	0.210112
92	0.0641212	0.12491	0.212398
93	0.0648182	0.126261	0.214684
94	0.0655152	0.127611	0.216969
95	0.0662122	0.128962	0.219253
96	0.0669091	0.130312	0.221537
97	0.0676061	0.131662	0.223819
98	0.0683031	0.133012	0.226101
99	0.069	0.134362	0.228382
100	0.069697	0.135711	0.230663
101	0.070394	0.13706	0.232942
102	0.0710909	0.138409	0.235221
103	0.0717879	0.139758	0.237499
104	0.0724849	0.141106	0.239776
105	0.0731819	0.142454	0.242053
106	0.0738788	0.143802	0.244328
107	0.0745758	0.14515	0.246603
108	0.0752728	0.146498	0.248877
109	0.0759697	0.147845	0.25115
110	0.0766667	0.149192	0.253422
111	0.0773637	0.150538	0.255694
112	0.0780606	0.151885	0.257964
113	0.0787576	0.153231	0.260234
114	0.0794546	0.154577	0.262502
115	0.0801516	0.155923	0.26477
116	0.0808485	0.157268	0.267037
117	0.0815455	0.158613	0.269303
118	0.0822425	0.159958	0.271568
119	0.0829394	0.161303	0.273833
120	0.0836364	0.162647	0.276096
121	0.0843334	0.163991	0.278358
122	0.0850304	0.165335	0.28062
123	0.0857273	0.166678	0.28288
124	0.0864243	0.168021	0.28514
125	0.0871213	0.169364	0.287398
126	0.0878182	0.170707	0.289656
127	0.0885152	0.172049	0.291913
128	0.0892122	0.173391	0.294168
129	0.0899091	0.174733	0.296423
130	0.0906061	0.176075	0.298677
131	0.0913031	0.177416	0.30093
132	0.0920001	0.178757	0.303181
133	0.092697	0.180097	0.305432
134	0.093394	0.181437	0.307682
135	0.094091	0.182777	0.309931
136	0.0947879	0.184117	0.312178
137	0.0954849	0.185456	0.314425
138	0.0961819	0.186795	0.31667
139	0.0968788	0.188134	0.318915
140	0.0975758	0.189473	0.321158
141	0.0982728	0.190811	0.323401
142	0.0989698	0.192148	0.325642
143	0.0996667	0.193486	0.327883
144	0.100364	0.194823	0.330122
145	0.101061	0.19616	0.33236
146	0.101758	0.197496	0.334597
147	0.102455	0.198833	0.336833
148	0.103152	0.200168	0.339068
149	0.103849	0.201504	0.341302
150	0.104546	0.202839	0.343534
151	0.105242	0.204174	0.345766
152	0.105939	0.205508	0.347996
153	0.106636	0.206843	0.350225
154	0.107333	0.208176	0.352453
155	0.10803	0.20951	0.35468
156	0.108727	0.210843	0.356906
157	0.109424	0.212176	0.359131
158	0.110121	0.213508	0.361354
159	0.110818	0.21484	0.363577
160	0.111515	0.216172	0.365798
161	0.112212	0.217503	0.368018
162	0.112909	0.218834	0.370236
163	0.113606	0.220165	0.372454
164	0.114303	0.221495	0.37467
165	0.115	0.222825	0.376885
166	0.115697	0.224155	0.379099
167	0.116394	0.225484	0.381312
168	0.117091	0.226813	0.383524
169	0.117788	0.228141	0.385734
170	0.118485	0.229469	0.387943
171	0.119182	0.230797	0.390151
172	0.119879	0.232125	0.392357
173	0.120576	0.233452	0.394563
174	0.121273	0.234778	0.396767
175	0.12197	0.236104	0.398969
176	0.122667	0.23743	0.401171
177	0.123364	0.238756	0.403371
178	0.124061	0.240081	0.40557
179	0.124758	0.241405	0.407768
180	0.125455	0.24273	0.409964
181	0.126152	0.244054	0.412159
182	0.126849	0.245377	0.414353
183	0.127546	0.2467	0.416546
184	0.128242	0.248023	0.418737
185	0.128939	0.249345	0.420927
186	0.129636	0.250667	0.423115
187	0.130333	0.251989	0.425302
188	0.13103	0.25331	0.427488
189	0.131727	0.254631	0.429673
190	0.132424	0.255951	0.431856
191	0.133121	0.257271	0.434038
192	0.133818	0.25859	0.436218
193	0.134515	0.259909	0.438397
194	0.135212	0.261228	0.440575
195	0.135909	0.262546	0.442752
196	0.136606	0.263864	0.444927
197	0.137303	0.265181	0.4471
198	0.138	0.266498	0.449273
199	0.138697	0.267815	0.451444
200	0.139394	0.269131	0.453613
201	0.140091	0.270447	0.455781
202	0.140788	0.271762	0.457948
203	0.141485	0.273077	0.460113
204	0.142182	0.274392	0.462277
205	0.142879	0.275706	0.464439
206	0.143576	0.277019	0.4666
207	0.144273	0.278332	0.46876
208	0.14497	0.279645	0.470918
209	0.145667	0.280957	0.473075
210	0.146364	0.282269	0.47523
211	0.147061	0.283581	0.477384
212	0.147758	0.284892	0.479536
213	0.148455	0.286202	0.481687
214	0.149152	0.287512	0.483837
215	0.149849	0.288822	0.485985
216	0.150546	0.290131	0.488131
217	0.151243	0.29144	0.490277
218	0.151939	0.292748	0.49242
219	0.152636	0.294056	0.494562
220	0.153333	0.295363	0.496703
221	0.15403	0.29667	0.498842
222	0.154727	0.297977	0.50098
223	0.155424	0.299283	0.503116
224	0.156121	0.300588	0.50525
225	0.156818	0.301893	0.507384
226	0.157515	0.303198	0.509515
227	0.158212	0.304502	0.511645
228	0.158909	0.305806	0.513774
229	0.159606	0.307109	0.515901
230	0.160303	0.308412	0.518027
231	0.161	0.309714	0.520151
232	0.161697	0.311016	0.522273
233	0.162394	0.312317	0.524394
234	0.163091	0.313618	0.526513
235	0.163788	0.314918	0.528631
236	0.164485	0.316218	0.530747
237	0.165182	0.317518	0.532862
238	0.165879	0.318817	0.534975
239	0.166576	0.320115	0.537087
240	0.167273	0.321413	0.539197
241	0.16797	0.322711	0.541306
242	0.168667	0.324008	0.543412
243	0.169364	0.325304	0.545518
244	0.170061	0.3266	0.547621
245	0.170758	0.327896	0.549724
246	0.171455	0.329191	0.551824
247	0.172152	0.330486	0.553923
248	0.172849	0.33178	0.556021
249	0.173546	0.333073	0.558116
250	0.174243	0.334366	0.56021
251	0.174939	0.335659	0.562303
252	0.175636	0.336951	0.564394
253	0.176333	0.338243	0.566483
254	0.17703	0.339534	0.568571
255	0.177727	0.340824	0.570657
256	0.178424	0.342115	0.572742
257	0.179121	0.343404	0.574824
258	0.179818	0.344693	0.576906
259	0.180515	0.345982	0.578985
260	0.181212	0.34727	0.581063
261	0.181909	0.348558	0.583139
262	0.182606	0.349845	0.585214
263	0.183303	0.351131	0.587287
264	0.184	0.352417	0.589358
265	0.184697	0.353703	0.591428
266	0.185394	0.354988	0.593496
267	0.186091	0.356272	0.595562
268	0.186788	0.357556	0.597627
269	0.187485	0.35884	0.59969
270	0.188182	0.360123	0.601752
271	0.188879	0.361405	0.603811
272	0.189576	0.362687	0.605869
273	0.190273	0.363968	0.607926
274	0.19097	0.365249	0.60998
275	0.191667	0.36653	0.612033
276	0.192364	0.367809	0.614085
277	0.193061	0.369089	0.616134
278	0.193758	0.370367	0.618182
279	0.194455	0.371646	0.620228
280	0.195152	0.372923	0.622273
281	0.195849	0.3742	0.624316
282	0.196546	0.375477	0.626357
283	0.197243	0.376753	0.628396
284	0.19794	0.378029	0.630434
285	0.198636	0.379304	0.63247
286	0.199333	0.380578	0.634504
287	0.20003	0.381852	0.636537
288	0.200727	0.383126	0.638568
289	0.201424	0.384398	0.640597
290	0.202121	0.385671	0.642624
291	0.202818	0.386943	0.64465
292	0.203515	0.388214	0.646674
293	0.204212	0.389484	0.648696
294	0.204909	0.390755	0.650716
295	0.205606	0.392024	0.652735
296	0.206303	0.393293	0.654752
297	0.207	0.394562	0.656767
298	0.207697	0.39583	0.658781
299	0.208394	0.397097	0.660793
300	0.209091	0.398364	0.662803
301	0.209788	0.39963	0.664811
302	0.210485	0.400896	0.666817
303	0.211182	0.402161	0.668822
304	0.211879	0.403426	0.670825
305	0.212576	0.40469	0.672826
306	0.213273	0.405954	0.674826
307	0.21397	0.407217	0.676823
308	0.214667	0.408479	0.678819
309	0.215364	0.409741	0.680814
310	0.216061	0.411002	0.682806
311	0.216758	0.412263	0.684797
312	0.217455	0.413523	0.686785
313	0.218152	0.414783	0.688773
314	0.218849	0.416042	0.690758
315	0.219546	0.4173	0.692741
316	0.220243	0.418558	0.694723
317	0.22094	0.419815	0.696703
318	0.221636	0.421072	0.698681
319	0.222333	0.422328	0.700658
320	0.22303	0.423584	0.702632
321	0.223727	0.424839	0.704605
322	0.224424	0.426094	0.706576
323	0.225121	0.427348	0.708545
324	0.225818	0.428601	0.710513
325	0.226515	0.429854	0.712478
326	0.227212	0.431106	0.714442
327	0.227909	0.432358	0.716404
328	0.228606	0.433609	0.718365
329	0.229303	0.434859	0.720323
330	0.23	0.436109	0.72228
331	0.230697	0.437359	0.724234
332	0.231394	0.438607	0.726187
333	0.232091	0.439856	0.728139
334	0.232788	0.441103	0.730088
335	0.233485	0.44235	0.732036
336	0.234182	0.443597	0.733981
337	0.234879	0.444843	0.735925
338	0.235576	0.446088	0.737868
339	0.236273	0.447333	0.739808
340	0.23697	0.448577	0.741746
341	0.237667	0.44982	0.743683
342	0.238364	0.451063	0.745618
343	0.239061	0.452305	0.747551
344	0.239758	0.453547	0.749482
345	0.240455	0.454788	0.751412
346	0.241152	0.456029	0.753339
347	0.241849	0.457269	0.755265
348	0.242546	0.458509	0.757189
349	0.243243	0.459747	0.759111
350	0.24394	0.460986	0.761031
351	0.244636	0.462223	0.762949
352	0.245333	0.46346	0.764866
353	0.24603	0.464697	0.766781
354	0.246727	0.465933	0.768694
355	0.247424	0.467168	0.770605
356	0.248121	0.468403	0.772514
357	0.248818	0.469637	0.774421
358	0.249515	0.47087	0.776327
359	0.250212	0.472103	0.778231
360	0.250909	0.473335	0.780133
361	0.251606	0.474567	0.782033
362	0.252303	0.475798	0.783931
363	0.253	0.477029	0.785827
364	0.253697	0.478259	0.787722
365	0.254394	0.479488	0.789614
366	0.255091	0.480717	0.791505
367	0.255788	0.481945	0.793394
368	0.256485	0.483172	0.795281
369	0.257182	0.484399	0.797167
370	0.257879	0.485626	0.79905
371	0.258576	0.486851	0.800932
372	0.259273	0.488077	0.802811
373	0.25997	0.489301	0.804689
374	0.260667	0.490525	0.806565
375	0.261364	0.491748	0.808439
376	0.262061	0.492971	0.810312
377	0.262758	0.494193	0.812182
378	0.263455	0.495415	0.814051
379	0.264152	0.496635	0.815918
380	0.264849	0.497856	0.817782
381	0.265546	0.499075	0.819645
382	0.266243	0.500294	0.821507
383	0.26694	0.501513	0.823366
384	0.267637	0.502731	0.825224
385	0.268333	0.503948	0.827079
386	0.26903	0.505165	0.828933
387	0.269727	0.50638	0.830784
388	0.270424	0.507596	0.832634
389	0.271121	0.50881	0.834482
390	0.271818	0.510025	0.836329
391	0.272515	0.511238	0.838173
392	0.273212	0.512451	0.840016
393	0.273909	0.513664	0.841857
394	0.274606	0.514875	0.843696
395	0.275303	0.516086	0.845533
396	0.276	0.517297	0.847368
397	0.276697	0.518507	0.849201
398	0.277394	0.519716	0.851033
399	0.278091	0.520925	0.852862
400	0.278788	0.522133	0.85469
401	0.279485	0.52334	0.856516
402	0.280182	0.524547	0.85834
403	0.280879	0.525753	0.860162
404	0.281576	0.526959	0.861982
405	0.282273	0.528164	0.863801
406	0.28297	0.529368	0.865617
407	0.283667	0.530572	0.867432
408	0.284364	0.531775	0.869245
409	0.285061	0.532978	0.871056
410	0.285758	0.53418	0.872865
411	0.286455	0.535381	0.874672
412	0.287152	0.536581	0.876478
413	0.287849	0.537781	0.878281
414	0.288546	0.538981	0.880083
415	0.289243	0.54018	0.881883
416	0.28994	0.541378	0.883681
417	0.290637	0.542575	0.885477
418	0.291333	0.543772	0.887271
419	0.29203	0.544969	0.889064
420	0.292727	0.546164	0.890854
421	0.293424	0.547359	0.892643
422	0.294121	0.548554	0.89443
423	0.294818	0.549748	0.896215
424	0.295515	0.550941	0.897998
425	0.296212	0.552134	0.899779
426	0.296909	0.553326	0.901558
427	0.297606	0.554517	0.903336
428	0.298303	0.555708	0.905111
429	0.299	0.556898	0.906885
430	0.299697	0.558087	0.908657
431	0.300394	0.559276	0.910427
432	0.301091	0.560464	0.912195
433	0.301788	0.561652	0.913962
434	0.302485	0.562839	0.915726
435	0.303182	0.564025	0.917489
436	0.303879	0.565211	0.91925
437	0.304576	0.566396	0.921009
438	0.305273	0.56758	0.922766
439	0.30597	0.568764	0.924521
440	0.306667	0.569948	0.926275
441	0.307364	0.57113	0.928026
442	0.308061	0.572312	0.929776
443	0.308758	0.573493	0.931524
444	0.309455	0.574674	0.93327
445	0.310152	0.575854	0.935014
446	0.310849	0.577034	0.936756
447	0.311546	0.578213	0.938496
448	0.312243	0.579391	0.940235
449	0.31294	0.580568	0.941972
450	0.313637	0.581745	0.943707
451	0.314334	0.582922	0.94544
452	0.31503	0.584098	0.947171
453	0.315727	0.585273	0.9489
454	0.316424	0.586447	0.950628
455	0.317121	0.587621	0.952353
456	0.317818	0.588794	0.954077
457	0.318515	0.589967	0.955799
458	0.319212	0.591139	0.957519
459	0.319909	0.59231	0.959238
460	0.320606	0.593481	0.960954
461	0.321303	0.594651	0.962669
462	0.322	0.59582	0.964381
463	0.322697	0.596989	0.966092
464	0.323394	0.598157	0.967801
465	0.324091	0.599325	0.969509
466	0.324788	0.600492	0.971214
467	0.325485	0.601658	0.972918
468	0.326182	0.602824	0.974619
469	0.326879	0.603989	0.976319
470	0.327576	0.605153	0.978018
471	0.328273	0.606317	0.979714
472	0.32897	0.60748	0.981408
473	0.329667	0.608643	0.983101
474	0.330364	0.609805	0.984792
475	0.331061	0.610966	0.98648
476	0.331758	0.612126	0.988168
477	0.332455	0.613286	0.989853
478	0.333152	0.614446	0.991536
479	0.333849	0.615605	0.993218
480	0.334546	0.616763	0.994898
481	0.335243	0.61792	0.996576
482	0.33594	0.619077	0.998252
483	0.336637	0.620233	0.999926
484	0.337334	0.621389	1.0016
485	0.33803	0.622544	1.00327
486	0.338727	0.623698	1.00494
487	0.339424	0.624852	1.00661
488	0.340121	0.626005	1.00827
489	0.340818	0.627158	1.00993
490	0.341515	0.62831	1.0116
491	0.342212	0.629461	1.01326
492	0.342909	0.630611	1.01491
493	0.343606	0.631761	1.01657
494	0.344303	0.632911	1.01822
495	0.345	0.634059	1.01988
496	0.345697	0.635207	1.02153
497	0.346394	0.636355	1.02318
498	0.347091	0.637502	1.02482
499	0.347788	0.638648	1.02647
500	0.348485	0.639793	1.02811
501	0.349182	0.640938	1.02975
502	0.349879	0.642083	1.03139
503	0.350576	0.643226	1.03303
504	0.351273	0.644369	1.03467
505	0.35197	0.645512	1.0363
506	0.352667	0.646654	1.03794
507	0.353364	0.647795	1.03957
508	0.354061	0.648935	1.0412
509	0.354758	0.650075	1.04282
510	0.355455	0.651214	1.04445
511	0.356152	0.652353	1.04607
512	0.356849	0.653491	1.04769
513	0.357546	0.654628	1.04931
514	0.358243	0.655765	1.05093
515	0.35894	0.656901	1.05255
516	0.359637	0.658037	1.05416
517	0.360334	0.659172	1.05578
518	0.361031	0.660306	1.05739
519	0.361727	0.66144	1.059
520	0.362424	0.662573	1.06061
521	0.363121	0.663705	1.06221
522	0.363818	0.664837	1.06382
523	0.364515	0.665968	1.06542
524	0.365212	0.667099	1.06702
525	0.365909	0.668229	1.06862
526	0.366606	0.669358	1.07022
527	0.367303	0.670486	1.07181
528	0.368	0.671615	1.0734
529	0.368697	0.672742	1.075
530	0.369394	0.673869	1.07659
531	0.370091	0.674995	1.07817
532	0.370788	0.67612	1.07976
533	0.371485	0.677245	1.08135
534	0.372182	0.67837	1.08293
535	0.372879	0.679493	1.08451
536	0.373576	0.680616	1.08609
537	0.374273	0.681739	1.08767
538	0.37497	0.68286	1.08924
539	0.375667	0.683982	1.09082
540	0.376364	0.685102	1.09239
541	0.377061	0.686222	1.09396
542	0.377758	0.687341	1.09553
543	0.378455	0.68846	1.0971
544	0.379152	0.689578	1.09866
545	0.379849	0.690696	1.10023
546	0.380546	0.691812	1.10179
547	0.381243	0.692929	1.10335
548	0.38194	0.694044	1.10491
549	0.382637	0.695159	1.10646
550	0.383334	0.696273	1.10802
551	0.384031	0.697387	1.10957
552	0.384727	0.6985	1.11113
553	0.385424	0.699613	1.11268
554	0.386121	0.700724	1.11422
555	0.386818	0.701836	1.11577
556	0.387515	0.702946	1.11731
557	0.388212	0.704056	1.11886
558	0.388909	0.705166	1.1204
559	0.389606	0.706274	1.12194
560	0.390303	0.707382	1.12348
561	0.391	0.70849	1.12501
562	0.391697	0.709597	1.12655
563	0.392394	0.710703	1.12808
564	0.393091	0.711809	1.12961
565	0.393788	0.712914	1.13114
566	0.394485	0.714018	1.13267
567	0.395182	0.715122	1.13419
568	0.395879	0.716225	1.13572
569	0.396576	0.717328	1.13724
570	0.397273	0.71843	1.13876
571	0.39797	0.719531	1.14028
572	0.398667	0.720632	1.1418
573	0.399364	0.721732	1.14331
574	0.400061	0.722831	1.14483
575	0.400758	0.72393	1.14634
576	0.401455	0.725029	1.14785
577	0.402152	0.726126	1.14936
578	0.402849	0.727223	1.15087
579	0.403546	0.72832	1.15237
580	0.404243	0.729415	1.15388
581	0.40494	0.730511	1.15538
582	0.405637	0.731605	1.15688
583	0.406334	0.732699	1.15838
584	0.407031	0.733792	1.15987
585	0.407727	0.734885	1.16137
586	0.408424	0.735977	1.16286
587	0.409121	0.737069	1.16436
588	0.409818	0.73816	1.16585
589	0.410515	0.73925	1.16733
590	0.411212	0.74034	1.16882
591	0.411909	0.741429	1.17031
592	0.412606	0.742517	1.17179
593	0.413303	0.743605	1.17327
594	0.414	0.744692	1.17475
595	0.414697	0.745779	1.17623
596	0.415394	0.746865	1.17771
597	0.416091	0.74795	1.17918
598	0.416788	0.749035	1.18066
599	0.417485	0.750119	1.18213
600	0.418182	0.751203	1.1836
601	0.418879	0.752286	1.18507
602	0.419576	0.753368	1.18654
603	0.420273	0.75445	1.188
604	0.42097	0.755531	1.18947
605	0.421667	0.756612	1.19093
606	0.422364	0.757692	1.19239
607	0.423061	0.758771	1.19385
608	0.423758	0.75985	1.19531
609	0.424455	0.760928	1.19676
610	0.425152	0.762006	1.19822
611	0.425849	0.763082	1.19967
612	0.426546	0.764159	1.20112
613	0.427243	0.765234	1.20257
614	0.42794	0.766309	1.20402
615	0.428637	0.767384	1.20546
616	0.429334	0.768458	1.20691
617	0.430031	0.769531	1.20835
618	0.430728	0.770604	1.20979
619	0.431424	0.771676	1.21123
620	0.432121	0.772747	1.21267
621	0.432818	0.773818	1.2141
622	0.433515	0.774889	1.21554
623	0.434212	0.775958	1.21697
624	0.434909	0.777027	1.2184
625	0.435606	0.778096	1.21983
626	0.436303	0.779164	1.22126
627	0.437	0.780231	1.22269
628	0.437697	0.781298	1.22411
629	0.438394	0.782364	1.22554
630	0.439091	0.783429	1.22696
631	0.439788	0.784494	1.22838
632	0.440485	0.785559	1.2298
633	0.441182	0.786622	1.23121
634	0.441879	0.787685	1.23263
635	0.442576	0.788748	1.23404
636	0.443273	0.78981	1.23546
637	0.44397	0.790871	1.23687
638	0.444667	0.791932	1.23828
639	0.445364	0.792992	1.23968
640	0.446061	0.794052	1.24109
641	0.446758	0.795111	1.24249
642	0.447455	0.796169	1.2439
643	0.448152	0.797227	1.2453
644	0.448849	0.798284	1.2467
645	0.449546	0.799341	1.2481
646	0.450243	0.800397	1.24949
647	0.45094	0.801452	1.25089
648	0.451637	0.802507	1.25228
649	0.452334	0.803561	1.25367
650	0.453031	0.804615	1.25506
651	0.453728	0.805668	1.25645
652	0.454424	0.80672	1.25784
653	0.455121	0.807772	1.25922
654	0.455818	0.808823	1.26061
655	0.456515	0.809874	1.26199
656	0.457212	0.810924	1.26337
657	0.457909	0.811974	1.26475
658	0.458606	0.813023	1.26613
659	0.459303	0.814071	1.26751
660	0.46	0.815119	1.26888
661	0.460697	0.816166	1.27025
662	0.461394	0.817213	1.27163
663	0.462091	0.818259	1.273
664	0.462788	0.819304	1.27437
665	0.463485	0.820349	1.27573
666	0.464182	0.821393	1.2771
667	0.464879	0.822437	1.27846
668	0.465576	0.82348	1.27983
669	0.466273	0.824522	1.28119
670	0.46697	0.825564	1.28255
671	0.467667	0.826606	1.2839
672	0.468364	0.827646	1.28526
673	0.469061	0.828687	1.28662
674	0.469758	0.829726	1.28797
675	0.470455	0.830765	1.28932
676	0.471152	0.831804	1.29067
677	0.471849	0.832841	1.29202
678	0.472546	0.833879	1.29337
679	0.473243	0.834915	1.29471
680	0.47394	0.835952	1.29606
681	0.474637	0.836987	1.2974
682	0.475334	0.838022	1.29874
683	0.476031	0.839057	1.30008
684	0.476728	0.84009	1.30142
685	0.477425	0.841124	1.30276
686	0.478121	0.842156	1.30409
687	0.478818	0.843188	1.30543
688	0.479515	0.84422	1.30676
689	0.480212	0.845251	1.30809
690	0.480909	0.846281	1.30942
691	0.481606	0.847311	1.31075
692	0.482303	0.84834	1.31208
693	0.483	0.849369	1.3134
694	0.483697	0.850397	1.31473
695	0.484394	0.851425	1.31605
696	0.485091	0.852451	1.31737
697	0.485788	0.853478	1.31869
698	0.486485	0.854504	1.32001
699	0.487182	0.855529	1.32132
700	0.487879	0.856554	1.32264
701	0.488576	0.857578	1.32395
702	0.489273	0.858601	1.32526
703	0.48997	0.859624	1.32657
704	0.490667	0.860647	1.32788
705	0.491364	0.861668	1.32919
706	0.492061	0.86269	1.3305
707	0.492758	0.86371	1.3318
708	0.493455	0.86473	1.3331
709	0.494152	0.86575	1.33441
710	0.494849	0.866769	1.33571
711	0.495546	0.867787	1.33701
712	0.496243	0.868805	1.3383
713	0.49694	0.869823	1.3396
714	0.497637	0.870839	1.34089
715	0.498334	0.871856	1.34219
716	0.499031	0.872871	1.34348
717	0.499728	0.873886	1.34477
718	0.500425	0.8749	1.34606
719	0.501121	0.875914	1.34735
720	0.501818	0.876928	1.34863
721	0.502515	0.877941	1.34992
722	0.503212	0.878953	1.3512
723	0.503909	0.879964	1.35248
724	0.504606	0.880976	1.35376
725	0.505303	0.881986	1.35504
726	0.506	0.882996	1.35632
727	0.506697	0.884006	1.3576
728	0.507394	0.885015	1.35887
729	0.508091	0.886023	1.36014
730	0.508788	0.887031	1.36142
731	0.509485	0.888038	1.36269
732	0.510182	0.889045	1.36396
733	0.510879	0.890051	1.36522
734	0.511576	0.891056	1.36649
735	0.512273	0.892062	1.36775
736	0.51297	0.893066	1.36902
737	0.513667	0.89407	1.37028
738	0.514364	0.895073	1.37154
739	0.515061	0.896076	1.3728
740	0.515758	0.897078	1.37406
741	0.516455	0.89808	1.37532
742	0.517152	0.899081	1.37657
743	0.517849	0.900082	1.37782
744	0.518546	0.901082	1.37908
745	0.519243	0.902082	1.38033
746	0.51994	0.90308	1.38158
747	0.520637	0.904079	1.38283
748	0.521334	0.905077	1.38407
749	0.522031	0.906074	1.38532
750	0.522728	0.907071	1.38656
751	0.523425	0.908067	1.38781
752	0.524122	0.909063	1.38905
753	0.524818	0.910058	1.39029
754	0.525515	0.911053	1.39153
755	0.526212	0.912047	1.39277
756	0.526909	0.91304	1.394
757	0.527606	0.914033	1.39524
758	0.528303	0.915026	1.39647
759	0.529	0.916018	1.3977
760	0.529697	0.917009	1.39893
761	0.530394	0.918	1.40016
762	0.531091	0.91899	1.40139
763	0.531788	0.91998	1.40262
764	0.532485	0.920969	1.40384
765	0.533182	0.921958	1.40507
766	0.533879	0.922946	1.40629
767	0.534576	0.923933	1.40751
768	0.535273	0.92492	1.40873
769	0.53597	0.925907	1.40995
770	0.536667	0.926893	1.41117
771	0.537364	0.927878	1.41238
772	0.538061	0.928863	1.4136
773	0.538758	0.929847	1.41481
774	0.539455	0.930831	1.41602
775	0.540152	0.931815	1.41724
776	0.540849	0.932797	1.41845
777	0.541546	0.93378	1.41965
778	0.542243	0.934761	1.42086
779	0.54294	0.935742	1.42207
780	0.543637	0.936723	1.42327
781	0.544334	0.937703	1.42447
782	0.545031	0.938683	1.42568
783	0.545728	0.939662	1.42688
784	0.546425	0.94064	1.42807
785	0.547122	0.941618	1.42927
786	0.547818	0.942596	1.43047
787	0.548515	0.943573	1.43166
788	0.549212	0.944549	1.43286
789	0.549909	0.945525	1.43405
790	0.550606	0.9465	1.43524
791	0.551303	0.947475	1.43643
792	0.552	0.948449	1.43762
793	0.552697	0.949423	1.43881
794	0.553394	0.950396	1.43999
795	0.554091	0.951369	1.44118
796	0.554788	0.952341	1.44236
797	0.555485	0.953313	1.44355
798	0.556182	0.954284	1.44473
799	0.556879	0.955254	1.44591
800	0.557576	0.956225	1.44709
801	0.558273	0.957194	1.44826
802	0.55897	0.958163	1.44944
803	0.559667	0.959132	1.45061
804	0.560364	0.9601	1.45179
805	0.561061	0.961067	1.45296
806	0.561758	0.962034	1.45413
807	0.562455	0.963001	1.4553
